name,lon,lat
Casey,145.30764163045816,-38.09934922259244
Yarra Ranges,145.6939900719898,-37.713843648789265
Weipa,141.8652874100753,-12.639592276758407
Dandaragan,115.50711722346601,-30.540557652788916
Dardanup,115.84999252930803,-33.41493949800868
Berri and Barmera,140.49113192015324,-34.258836065033215
Dumbleyung,117.95619069878386,-33.222848953641574
Port Hedland,118.67344323376311,-20.92881963769907
Rockingham,115.78943988291533,-32.35512115901487
Three Springs,115.57264854468696,-29.523999954455338
West Tamar,146.85971664922616,-41.28654664006777
Torres,142.41687656520637,-10.846268470223936
Mid Murray,139.46357574029457,-34.447060455566806
Lithgow,150.1789683418906,-33.280695770003135
Mount Magnet,117.98157905462014,-28.244182439652196
Kentish,146.18751300316515,-41.45106527677847
Victor Harbor,138.54620142236635,-35.514324975383744
Hobsons Bay,144.85143432837407,-37.84559364016425
Penrith,150.71765103470528,-33.77035678918349
Barcaldine,145.69267869792705,-23.115205963025673
Wiluna,122.25185622393623,-25.30919866254275
Lake Macquarie,151.52953966227685,-33.0306261520256
Greater Bendigo,144.42485755630057,-36.731562353140006
Gympie,152.45904805951898,-26.150021281069073
Livingstone,150.19255266695575,-22.80367964951137
Joondalup,115.76283061209227,-31.781760945949177
Upper Lachlan Shire,149.44979826931888,-34.415746914798525
Gawler,138.73461922436493,-34.60739312485761
Southern Grampians,142.02824438527372,-37.535850343104165
Horsham,142.09260562847345,-36.82439800841769
Brimbank,144.8048960091402,-37.746124751839844
Lachlan,146.99231152111173,-32.91945348091513
Oberon,149.81493385636065,-33.88773474726709
Nambucca,152.7684042144681,-30.682531247301892
Kojonup,117.04798895452879,-33.909131339138575
Bellingen,152.73243185271497,-30.401611453111336
Baw Baw,146.13074128451777,-37.9858777724229
Yalgoo,117.04667760224936,-28.55846570723062
Alice Springs,133.8543214439605,-23.736697890718816
Murray,115.98674124499856,-32.620517118481175
Napranum,142.13364138118197,-12.493241912178354
McKinlay,141.58861782352628,-20.532306851343854
Lockhart,146.7708735596355,-35.331407137424875
Yankalilla,138.34084586062232,-35.515866441042185
Glamorgan/Spring Bay,147.9550091686342,-42.259164331894304
Adelaide,138.59838223108824,-34.92207520981304
Beverley,116.79455997834503,-32.1748538174009
Clarence Valley,152.7537452515241,-29.681205406492875
Victoria Park,115.90290567997693,-31.981220876525537
Wentworth,142.24767479856538,-33.571705697658366
Clarence,147.4166218916145,-42.78966006231553
Wandering,116.58279741421876,-32.55009361387693
Port Adelaide Enfield,138.58763975617433,-34.85647125673868
East Arnhem,135.72509458604054,-12.94758695136519
Glenorchy,147.21940399778492,-42.839868195051956
Coolgardie,120.96219253699093,-31.185907583428584
Cuballing,117.16179606622349,-32.73267824589336
Carnamah,115.57572980215748,-29.773498308039528
Strathbogie,145.4370783175878,-36.761665296792074
Isaac,147.89163397969287,-22.23804491010347
Knox,145.2579867884683,-37.89540335332118
Barunga West,137.95181834183927,-33.796233286968615
Muswellbrook,150.62792367730847,-32.44090336843233
Grant,140.7235396981986,-37.846013249816494
Tiwi Islands,130.8094395554599,-11.557128669519914
West Torrens,138.54759850245458,-34.946503620493495
Broomehill-Tambellup,117.65944172702645,-34.00492313297639
Toodyay,116.3776712434722,-31.475739212666532
Cessnock,151.2194477428291,-32.93048096931784
Northern Peninsula Area,142.30848886772097,-11.008028394678137
Loddon,143.867294870806,-36.365585064687636
Boulia,139.246168545343,-22.47991411052503
Palmerston,130.9715028547935,-12.489147608766563
Berrigan,145.70984888280378,-35.73480222034235
Collie,116.20884278156099,-33.28293740454406
Whittlesea,145.0705225490749,-37.54537015441346
Loxton Waikerie,140.35021992480102,-34.50690001352933
Manjimup,116.327310331938,-34.55897122858856
Flinders  (Tas.),148.1180638078546,-40.112353076143755
Latrobe  (Tas.),146.56605450152668,-41.23628496468601
Latrobe  (Vic.),146.43717744095332,-38.27606411791959
Kingston  (Vic.),145.1044306581498,-37.991677434258065
Mitchell,144.99815536774253,-37.137576501814166
Adelaide Hills,138.83616390429887,-34.89183867150666
Irwin,115.09107031433615,-29.32496366450401
Mildura,141.67891897102376,-34.868379055889974
Hinchinbrook,146.0477678354857,-18.667052243737047
Elliston,135.35153833421103,-33.56173964298544
Menzies,123.96863323108445,-29.608391169685557
Dalwallinu,116.94543703216407,-30.125687709930183
Charters Towers,145.78499024010364,-20.14405941034386
Nillumbik,145.22727462477144,-37.623657255321966
Coonamble,148.29102782838814,-30.8690044297904
Albany,118.18593756037276,-34.73545929851904
Devonport,146.3045713149239,-41.20714939924169
Cobar,145.47941898489375,-31.866433490333566
Byron,153.4830369748937,-28.604057978346507
Benalla,146.02406965151,-36.58618842908918
Golden Plains,143.84415258964412,-37.883092048000705
Playford,138.66565946241718,-34.68215125063198
Morawa,116.01820135872921,-29.068477434093566
Plantagenet,117.56507892343674,-34.595818856368616
Wyalkatchem,117.43312123760853,-31.18641787981067
Randwick,151.2373112024481,-33.92326667739796
Stonnington,145.03513796143102,-37.85655288443365
Indigo,146.72249884503165,-36.22573971304497
Kwinana,115.82845963568613,-32.223212832744665
Ballarat,143.77692091087974,-37.49004002996132
Canning,115.9224367616083,-32.03925483410631
Central Darling,143.58742021343315,-31.843630853292307
Greater Geelong,144.41928290253335,-38.070647517827936
Alpine,146.9784419594149,-36.85738892319953
Wagin,117.36768878366175,-33.27453505966176
East Gippsland,148.2912503893097,-37.37930046707568
Banana,149.93770089296237,-24.933446065162983
Mornington Peninsula,145.0526163275769,-38.329332464258535
Temora,147.4894121035586,-34.387873699549644
Tenterfield,152.0842336420549,-28.945117201355735
Camden,150.72801722894903,-33.99392154799259
Ngaanyatjarraku,126.83546212104699,-25.093273701038225
Kempsey,152.64795665103426,-30.95453235331685
Woollahra,151.25093730321038,-33.87489596094644
Williams,116.73008766954167,-33.07014908088791
Nungarin,118.21264348631408,-31.146046287653046
Willoughby,151.18752901602852,-33.80200337055657
Bega Valley,149.7204343940891,-36.825277752074435
Dorset,147.70513233524736,-41.073254775801644
West Wimmera,141.27882229976845,-36.678168338199704
Halls Creek,127.61983204472,-19.25494973238382
Boroondara,145.06814341664148,-37.82039988167647
Blackall-Tambo,145.79114779482632,-24.78671584023465
Nannup,115.66379502567669,-34.13073062241017
Whitsunday,147.71449579543773,-20.706098548577632
Northern Areas,138.50947984576422,-33.28893305996735
MacDonnell,133.15521685342839,-24.653430063244812
Maitland,151.53911932903034,-32.70903335411177
Bulloo,142.59230293968528,-28.021861150993576
Campaspe,144.7162118264507,-36.3435912381289
Kalgoorlie/Boulder,125.04966740938801,-30.766727293119658
Mount Alexander,144.20092920587476,-37.049740631554315
Coolamon,147.1069527212419,-34.63093443275176
Cassowary Coast,145.91677661115622,-17.953921605970116
Kimba,136.14330134596486,-33.005684721760716
Kyogle,152.7781824563503,-28.619144373479934
Darebin,145.01361696961513,-37.732570077691236
Strathfield,151.077190137458,-33.87433377809404
Northern Grampians,142.92154656706595,-36.84302582143146
Cloncurry,140.26507013176752,-20.81174183229744
Narrandera,146.57885592067996,-34.60745134124933
Blue Mountains,150.4117877363241,-33.702975095334374
Maribyrnong,144.87765343954484,-37.79904680289777
Junee,147.66946062054978,-34.821432283927074
East Fremantle,115.77013724211335,-32.03903318963096
Noosa,152.9496627041556,-26.3238026342819
Frankston,145.1730911244685,-38.12893656761385
Kiama,150.76110923301982,-34.680973041772596
Bland,146.95886224776334,-33.89539544216736
Quairading,117.42234214400509,-32.00702227754777
Macedon Ranges,144.61183033292522,-37.33946345397876
Mosman Park,115.76027802692259,-32.0127894252666
Whitehorse,145.15407911043886,-37.8304732858736
Balranald,143.61338447483556,-33.94832729337362
Streaky Bay,134.56543969289817,-32.70559652984029
Leeton,146.30282991147246,-34.53161629762817
Melton,144.6265231546452,-37.691845568372464
Northern Midlands,147.45820865056746,-41.83890528602187
West Coast,145.6420375849809,-42.292041174041884
Gannawarra,143.80838117301735,-35.753980381162414
Bogan,146.8670175880684,-31.533218237214577
Wingecarribee,150.3595419274792,-34.478170209836726
Shellharbour,150.77718368373863,-34.58564522898177
Orange,149.12165355973622,-33.32375994994132
Gnowangerup,118.28867854848407,-34.06206513763356
Copper Coast,137.7182670261756,-33.9845328922063
Kent,118.56910586066682,-33.55164437184993
Ryde,151.1127683155612,-33.80150325821889
Augusta-Margaret River,115.22555398726041,-34.029678230142956
Mapoon,141.90130171887404,-12.160139105940674
Flinders Ranges,138.30293882768711,-32.072235802775175
Light,138.85071039308903,-34.41206472142022
Fremantle,115.77204888379964,-32.06308637511741
Brookton,116.99946457103073,-32.361862679366155
Mount Marshall,117.9635514352838,-30.17820042813738
Unincorp. Other Territories,115.69060037527399,-17.94845300911191
Inverell,151.068291720384,-29.36101549267428
Diamantina,139.73520107721177,-24.628622236497495
Brewarrina,146.95909160568283,-29.787294456889075
Pingelly,117.22005594680012,-32.5217332882251
Tamworth Regional,150.90044966515575,-30.888985583998807
Kellerberrin,117.81281027995999,-31.585442367978192
Banyule,145.0780694225514,-37.740016447543354
Cairns,145.8187444891724,-17.156991856969885
Norwood Payneham St Peters,138.63630272818023,-34.90652505249802
Merredin,118.35865340378695,-31.51516890901952
North Sydney,151.21325557158258,-33.82777666110255
Peterborough,139.0609993127904,-32.86340348342415
Katanning,117.68208312030741,-33.64600042906855
Richmond Valley,153.04829608524477,-29.060719417768755
West Arnhem,133.26185953018543,-12.512060636769863
Corangamite,143.19660557617715,-38.204014389901765
Paroo,145.7735549098933,-28.072139532524808
Ararat,142.84224188533832,-37.47524979519097
Cottesloe,115.7580627860468,-31.994265475395874
Warrumbungle Shire,149.40577521573837,-31.459021878551866
Walkerville,138.61590201916803,-34.89573082285767
Lane Cove,151.1760569168166,-33.81998557716207
Yarriambiack,142.41646887394182,-35.9863594337542
Douglas,145.28854629612349,-16.217796246650067
Denmark,117.11837601407463,-34.89188815575627
Westonia,118.65480224087158,-30.96544934946596
Blayney,149.14294525970686,-33.5897715660748
Wangaratta,146.4287455807326,-36.585848931043316
Moree Plains,149.62851710486572,-29.25230334457872
Mackay,148.7930869392935,-21.142876432423478
Burdekin,147.24126345674495,-19.826704100503054
Hindmarsh,141.75060622518592,-36.05139026325842
Brisbane,153.01688236922314,-27.45970609662272
Moira,145.5395027622472,-36.0632748034654
Ceduna,133.87551518301458,-32.10002967685801
Litchfield,131.11832438606226,-12.536154001079629
Roxby Downs,136.8814960380292,-30.559770196658715
Anangu Pitjantjatjara,131.20475165549593,-27.080924062914075
Renmark Paringa,140.8137094363968,-34.182431793852125
Canada Bay,151.10421772186228,-33.86005286086056
Gunnedah,150.1935669470705,-31.04719862367875
South Gippsland,146.06521957619034,-38.61659756102068
Cue,117.9396125168691,-27.314359868376314
Uralla,151.31121941409222,-30.51117438576882
Tea Tree Gully,138.71635662891183,-34.80844133197799
Boddington,116.39797847024504,-32.8171259957135
Trayning,117.80747875621009,-31.14133598776605
Shoalhaven,150.37719995926486,-35.093650677622136
Goondiwindi,150.33972473982058,-28.373634029443245
Aurukun,141.8274220499573,-13.605240148347981
Sandstone,119.17590155754158,-28.334172301349923
Unincorporated NSW,142.22188373970616,-30.643628817680785
Glen Innes Severn,151.90268278780644,-29.643037737103917
Bassendean,115.94389280347761,-31.90210263001909
Cardinia,145.57658706158168,-38.08434904797402
Ballina,153.48714605763715,-28.850326318861544
Bayside,145.0180565406443,-37.926369172147126
Sydney,151.20256253665283,-33.89598360501078
Upper Hunter Shire,150.72765819383142,-31.968602119538364
Melville,115.82833215213192,-32.05751521777136
Barossa,139.00125377383338,-34.622521855169325
Hume,144.8250918792135,-37.58557681229348
Narrabri,149.56396927743,-30.358823303606076
Greater Hume Shire,147.17381165329155,-35.75190295687318
Walcha,151.78167614872635,-31.165349826303178
Hepburn,144.068004606106,-37.31595718911724
Mount Barker,138.87103056581785,-35.08725171162913
Franklin Harbour,136.965355378754,-33.53381126570689
Cunderdin,117.15515713150808,-31.59952030214732
Circular Head,145.0232006324942,-41.10901910329252
Barkly,135.07792786691584,-19.439820559662493
Coober Pedy,134.7481678129847,-29.019946121582738
Stirling,115.81918841297245,-31.883663385200567
Chapman Valley,115.05306508618426,-28.327790718907004
Corrigin,117.79743581360633,-32.35842377561398
Albury,146.983103437803,-36.020732597972504
Greater Dandenong,145.1911938351792,-38.0041423596073
Prospect,138.59824072591226,-34.89159614175926
Yarra,145.00385670873428,-37.801500098337456
Manningham,145.19658092450388,-37.76386935641337
Mornington,139.40175870894953,-16.602678433608062
Hay,144.68466778431272,-34.316431770421964
Unincorporated ACT,148.9975065088231,-35.49254479882998
Harvey,115.90540032636518,-33.103299206111224
Maroondah,145.26636703666358,-37.813690493909874
Woorabinda,149.51595196411637,-23.943751868255628
Southern Midlands,147.40064328002316,-42.43372856833465
Liverpool,150.82945247774353,-33.93719568792013
Towong,147.60172131744207,-36.35353045923403
Richmond,142.90392049484697,-20.537015252692417
Unincorporated Vic,145.33711351840742,-38.351229433958515
Mandurah,115.75405880506901,-32.50882563877399
Chittering,116.08474445833755,-31.368774710675936
Unley,138.60334715773797,-34.95490011021075
Southern Mallee,140.5740136276014,-35.39377147221039
Koorda,117.42654613190682,-30.591690946298726
Onkaparinga,138.56994023136716,-35.16857917445385
Gingin,115.70010394494881,-31.195389650055986
Greater Shepparton,145.3897664410906,-36.40281093737252
Break O'Day,148.04771257554316,-41.418835766029666
Bourke,145.35572302645673,-29.909219270386117
Mid-Western Regional,149.73922967820315,-32.59545671060312
Goulburn Mulwaree,149.82058970156353,-34.87389012495804
Bridgetown-Greenbushes,116.19748219028105,-34.00561588013766
South Perth,115.89103572213656,-32.000279964844296
Yilgarn,119.34086727153779,-30.951930270173012
Wickepin,117.67165677378783,-32.80205980785616
Dundas,124.42680756745372,-32.03067585986107
Cowra,148.71880290772484,-33.79519944293478
Ku-ring-gai,151.1569526010445,-33.740099704725324
Wollondilly,150.44622550879964,-34.10761013594169
Quilpie,143.89423699656464,-26.349065610468703
Jerramungup,119.0987080148238,-34.065230461835284
Lake Grace,119.28173849373206,-33.061557639752195
Warrnambool,142.50131348957336,-38.36903706686699
Carpentaria,141.36883769240737,-17.440153400059188
Logan,153.0402894461613,-27.76374472041023
Hobart,147.2901996799451,-42.89557966320726
Lismore,153.2697180714888,-28.758511320914984
Campbelltown  (NSW),150.84025658889763,-34.088137379443644
Flinders  (Qld),144.3229747012583,-20.973198168678636
Central Highlands  (Qld),148.41707993115253,-24.027546014780516
Kingston  (SA),140.0241842851366,-36.643097819147165
Campbelltown  (SA),138.68051503940336,-34.88626666466077
Central Highlands  (Tas.),146.64587174598495,-42.213350716328705
Central Coast  (Tas.),146.04185153461577,-41.28525594733932
Coffs Harbour,153.04207000682646,-30.192133904636567
Roper Gulf,134.64154389048457,-15.43463392141941
Kingborough,147.27082872131146,-43.153988079953
Monash,145.1462404302137,-37.89753837039412
Somerset,152.42750997865568,-27.009436809710543
Yarrabah,145.88909573103996,-17.02966553037658
Murray Bridge,139.29808863108877,-35.158894484117994
Balonne,148.11893357270915,-28.316797916945266
Waratah/Wynyard,145.49464240986384,-41.38439309972274
Redland,153.36669958296517,-27.53651026450843
Fraser Coast,152.67395371446847,-25.527507904894037
Darwin,130.8909149771803,-12.396518409042832
Adelaide Plains,138.46048957906962,-34.47756964370292
Belmont,115.94684128675473,-31.956777811560016
Ipswich,152.66118874500697,-27.666097589686373
Derwent Valley,146.42184274782753,-42.81299741208025
Karratha,117.04521455968597,-21.05752536307044
Derby-West Kimberley,124.98033210379323,-17.789202413608113
Swan,116.06470221015118,-31.74320917681587
The Coorong,139.7568852152029,-35.71468964392392
George Town,147.02513576438756,-41.10035904812259
York,116.73847617754255,-31.927646564929738
Cockburn,115.83355423377535,-32.12797206518742
Marion,138.53884381804545,-35.016103778830896
Port Stephens,151.82581782450677,-32.72461097407479
Naracoorte and Lucindale,140.54731112233327,-36.97529979665301
South Burnett,151.64525815198076,-26.400972750918047
Burnie,145.80533935726692,-41.22158660308883
Charles Sturt,138.52528388876573,-34.89895731607009
Yass Valley,148.8891352787849,-34.95412277888842
Meander Valley,146.48765293071318,-41.62622263805544
Wagga Wagga,147.35649035547826,-35.193479755123825
Boyup Brook,116.52261047049609,-33.889784509274804
Pormpuraaw,141.80800226301358,-14.71755453836671
Waverley,151.26597057996344,-33.88618400250548
Gladstone,151.30575851523793,-24.175194629128686
Sorell,147.69828802337918,-42.780721377003594
Carrathool,145.49208302754658,-33.607869623843634
Tablelands,145.32940715550157,-17.934038862430743
Murrumbidgee,145.7283988646187,-34.949380182225084
Dubbo Regional,148.85148735963415,-32.42084349496339
Maranoa,148.2880594719224,-26.540236016854852
Scenic Rim,152.79722143523375,-28.06462597629134
Western Downs,150.34801632458084,-26.84242589675149
Cook,143.24869364864213,-14.227052961734218
Townsville,146.7054023405378,-19.395191629936836
Bunbury,115.66756787111785,-33.357329630543425
Ashburton,116.72946294524485,-22.495489169576366
Canterbury-Bankstown,151.0424109068295,-33.91888796020683
Mareeba,143.95404663069394,-16.986024063221883
Tasman,147.8334524103641,-43.0607291540338
Brighton,147.2513490316884,-42.717696971885275
Broome,122.46448519804096,-18.671371344964736
Mid-Coast,152.09774330328162,-32.01936603382026
Port Macquarie-Hastings,152.53374347491763,-31.410532199158617
Shark Bay,114.53561473679345,-26.543565483839796
Cootamundra-Gundagai Regional,148.09892945016648,-34.85507062752301
Salisbury,138.61219026635524,-34.76808685985233
Robe,139.9820865980907,-37.1871621902012
Carnarvon,114.39428322720133,-24.343342362937758
Hope Vale,145.18515474053277,-15.161845761116831
Unincorporated NT,131.18269182349465,-13.101617488956006
Georges River,151.09179762134306,-33.96735385242727
Unincorporated SA,136.7545120906297,-29.577495254491847
Bundaberg,152.0376903700709,-24.966799475472534
Whyalla,137.4931662507441,-33.03807528573348
Lockhart River,143.2372383001472,-13.003783792211385
Port Augusta,137.75492384980512,-32.587512033876706
Esperance,122.24752185141698,-33.22479480293821
Murray River,144.20291111802308,-35.3193257455636
Cumberland,150.98898491794552,-33.837371453216065
Northern Beaches,151.2484310907095,-33.691714801979884
Snowy Valleys,148.24877332771837,-35.731912606511685
Parramatta,151.0326111736754,-33.79687099888596
Hilltops,148.49933181597157,-34.35175119415446
Snowy Monaro Regional,148.96010492734112,-36.393884403713
Queanbeyan-Palerang Regional,149.62676254724624,-35.421779612580224
Federation,146.27145042635598,-35.494833666442204
Central Coast  (NSW),151.28669571474413,-33.31155906505124
Armidale Regional,151.82605145293175,-30.336430782242275
Greater Geraldton,115.5032455468892,-28.560294344510567
Victoria Daly,130.66134297495117,-16.239816764662173
Northampton,114.6444339077403,-27.75459211403518
The Hills Shire,150.96434534886666,-33.58855543466156
West Daly,130.05878282432016,-14.224134241268628
Wodonga,146.8892846577718,-36.14661830747117
Inner West,151.14950457795132,-33.894815762590675
Narrogin,117.26043167245884,-32.99481240934384
Edward River,144.94078195969095,-35.17081978157235
Hornsby,151.09702982945583,-33.59105237584182
