stnid,lat,lon,elevation,name,wmo_id,element,first_year,last_year
ASN00040763,-27.395,152.6097,73,wivenhoe dam,NA,DAPR,2003,2020
ASN00040763,-27.395,152.6097,73,wivenhoe dam,NA,DWPR,2003,2020
ASN00040763,-27.395,152.6097,73,wivenhoe dam,NA,MDPR,2003,2020
ASN00040764,-27.939,153.4283,3,gold coast seaway,94580,TMAX,1992,2023
ASN00040764,-27.939,153.4283,3,gold coast seaway,94580,TMIN,1992,2023
ASN00040764,-27.939,153.4283,3,gold coast seaway,94580,PRCP,1994,2023
ASN00040770,-27.5152,153.2492,10,ormiston college,NA,PRCP,1988,2023
ASN00040770,-27.5152,153.2492,10,ormiston college,NA,DAPR,1988,2023
ASN00040770,-27.5152,153.2492,10,ormiston college,NA,DWPR,1988,2023
ASN00040770,-27.5152,153.2492,10,ormiston college,NA,MDPR,1988,2023
ASN00040774,-27.1038,152.9461,7,morayfield mark st,NA,PRCP,1988,2021
ASN00040774,-27.1038,152.9461,7,morayfield mark st,NA,DAPR,1988,2021
ASN00040774,-27.1038,152.9461,7,morayfield mark st,NA,DWPR,1988,2021
ASN00040774,-27.1038,152.9461,7,morayfield mark st,NA,MDPR,1988,2021
ASN00040777,-26.4572,152.6803,76,imbil tm,NA,PRCP,1999,2023
ASN00040778,-26.3583,152.6283,90,zachariah tm,NA,PRCP,2000,2023
ASN00040782,-26.3297,152.8136,70,cooran tm,NA,PRCP,2000,2023
ASN00040784,-27.615,153.0444,90,calamvale alert,NA,PRCP,2000,2023
ASN00040785,-27.6017,152.9511,80,carole park alert,NA,PRCP,2000,2023
ASN00040786,-27.7456,152.9081,100,jingle downs alert,NA,PRCP,2000,2023
ASN00040788,-27.6583,153,80,forestdale(johnson rd)al,NA,PRCP,2000,2023
ASN00040790,-27.5467,153.0717,195,mt gravatt alert,NA,PRCP,2000,2023
ASN00040793,-27.7633,152.8367,150,lyons alert,NA,PRCP,1994,2023
ASN00040794,-27.6956,152.9333,80,greenbank(thompson rd)al,NA,PRCP,2000,2023
ASN00040796,-27.5875,153.0094,-999.9,beatty road alert,NA,PRCP,2000,2021
ASN00040801,-26.3878,152.6842,80,kandanga tm,NA,PRCP,2000,2023
ASN00040808,-27.2641,152.1959,295,cressbrook dam,NA,PRCP,1990,2023
ASN00040811,-26.0833,152.2167,29,kilkivan tm,NA,PRCP,2000,2023
ASN00040814,-26.5256,152.7428,70,moy pocket tm,NA,PRCP,2000,2023
ASN00040816,-27.6658,152.6989,18,amberley (dnr) tm,NA,PRCP,2000,2023
ASN00040823,-27.1381,152.3294,102,rosentreters bridge tm,NA,PRCP,2000,2023
ASN00040824,-26.1711,152.5994,33,fishermans pocket tm,NA,PRCP,2000,2023
ASN00040825,-25.9,152.3497,19,marodian tm,NA,PRCP,2001,2023
ASN00040827,-25.7167,151.8,122,ban ban tm,NA,PRCP,2001,2023
ASN00040829,-27.5439,152.1133,124,helidon tm,NA,PRCP,2000,2023
ASN00040830,-26.6278,152.7042,95,bellbird creek tm,NA,PRCP,2000,2023
ASN00040832,-28.2033,152.77,110,forest home tm,NA,PRCP,2000,2023
ASN00040833,-25.7683,152.525,5,home park tm,NA,PRCP,1990,2023
ASN00040836,-27.6272,152.7461,0,one mile bridge alert,NA,PRCP,2000,2023
ASN00040841,-28.1481,152.57,162,croftby tm,NA,PRCP,2000,2023
ASN00040842,-27.3917,153.1292,4.5,brisbane aero,94578,TMAX,1994,2023
ASN00040842,-27.3917,153.1292,4.5,brisbane aero,94578,TMIN,1994,2023
ASN00040842,-27.3917,153.1292,4.5,brisbane aero,94578,PRCP,1994,2023
ASN00040844,-28.135,153.1883,520,beechmont alert,NA,PRCP,2000,2023
ASN00040845,-28.2006,153.1872,780,binna burra alert,NA,PRCP,2000,2023
ASN00040846,-28.0017,153.3083,2.7,clearview alert,NA,PRCP,2000,2023
ASN00040847,-28.0522,153.2817,82.2,hinze dam alert,NA,PRCP,2000,2023
ASN00040848,-28.2083,153.27,705,lower springbrook alert,NA,PRCP,2000,2023
ASN00040849,-27.9136,153.3657,3,coombabah water treatment plan,NA,PRCP,1992,2023
ASN00040850,-26.715,152.8719,248,baroon pocket dam,NA,PRCP,1992,2023
ASN00040850,-26.715,152.8719,248,baroon pocket dam,NA,DAPR,1992,2023
ASN00040850,-26.715,152.8719,248,baroon pocket dam,NA,DWPR,1992,2023
ASN00040850,-26.715,152.8719,248,baroon pocket dam,NA,MDPR,1992,2023
ASN00040853,-27.6023,153.2952,6,redland bay golf club,NA,PRCP,1992,2022
ASN00040853,-27.6023,153.2952,6,redland bay golf club,NA,DAPR,1992,2022
ASN00040853,-27.6023,153.2952,6,redland bay golf club,NA,DWPR,1992,2022
ASN00040853,-27.6023,153.2952,6,redland bay golf club,NA,MDPR,1992,2022
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,TMAX,1992,2023
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,TMIN,1992,2023
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,PRCP,1992,2023
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,DAPR,2004,2023
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,DATN,1995,2023
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,DATX,1995,2023
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,DWPR,2004,2020
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,MDPR,2004,2023
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,MDTN,1995,2023
ASN00040854,-27.6839,153.1947,14,logan city water treatment,95581,MDTX,1995,2023
ASN00040856,-25.9007,153.0891,14.4,rainbow beach,94564,TMAX,1992,2023
ASN00040856,-25.9007,153.0891,14.4,rainbow beach,94564,TMIN,1992,2023
ASN00040856,-25.9007,153.0891,14.4,rainbow beach,94564,PRCP,1992,2023
ASN00040856,-25.9007,153.0891,14.4,rainbow beach,94564,DAPR,1995,2023
ASN00040856,-25.9007,153.0891,14.4,rainbow beach,94564,DATN,1997,2023
ASN00040856,-25.9007,153.0891,14.4,rainbow beach,94564,DATX,1997,2023
ASN00040856,-25.9007,153.0891,14.4,rainbow beach,94564,MDPR,1995,2023
ASN00040856,-25.9007,153.0891,14.4,rainbow beach,94564,MDTN,1997,2023
ASN00040856,-25.9007,153.0891,14.4,rainbow beach,94564,MDTX,1997,2023
ASN00040861,-26.6006,153.0903,3.3,maroochydore aero,94569,TMAX,1994,2023
ASN00040861,-26.6006,153.0903,3.3,maroochydore aero,94569,TMIN,1994,2023
ASN00040861,-26.6006,153.0903,3.3,maroochydore aero,94569,PRCP,1994,2023
ASN00040865,-28.0936,152.7158,225,cannon cove tm,NA,PRCP,2000,2023
ASN00040867,-27.9406,152.6236,80,kalbar tm,NA,PRCP,2000,2023
ASN00040868,-25.7417,152.2353,120.4,mt joseph tm,NA,PRCP,1998,2023
ASN00040876,-28.2372,152.4867,852,wilsons peak alert,NA,PRCP,2000,2023
ASN00040878,-27.6947,153.1364,0.1,waterford alert,NA,PRCP,2000,2023
ASN00040881,-27.9561,153.4233,3,air sea rescue alert,NA,PRCP,2000,2023
ASN00040882,-28.1653,153.2161,152,numinbah alert,NA,PRCP,2000,2023
ASN00040889,-26.4472,152.4869,200,oakwood tm,NA,PRCP,2000,2023
ASN00040891,-25.6022,152.2603,164,brooweena tm,NA,PRCP,2000,2023
ASN00040892,-25.9586,152.5753,330,mt kanigan tm,NA,PRCP,2000,2023
ASN00040893,-26.0642,152.7728,80,goomboorian tm,NA,PRCP,2000,2023
ASN00040896,-25.6517,152.6633,25,teddington weir hw tm,NA,PRCP,2000,2023
ASN00040902,-25.4969,152.3836,200,musket flat mt alert,NA,PRCP,2000,2023
ASN00040903,-25.2386,152.5319,10,pacific haven alert,NA,PRCP,2000,2023
ASN00040904,-25.2756,152.5089,10,railway bridge alert,NA,PRCP,2000,2023
ASN00040905,-25.2928,152.4097,30,upper cherwell alert,NA,PRCP,2000,2023
ASN00040906,-25.4019,152.5317,24,lenthalls dam alert,NA,PRCP,2000,2023
ASN00040907,-25.3289,152.5619,10,howard alert,NA,PRCP,2000,2023
ASN00040908,-26.3911,153.0403,6.4,tewantin rsl park,94570,TMAX,1996,2023
ASN00040908,-26.3911,153.0403,6.4,tewantin rsl park,94570,TMIN,1996,2023
ASN00040908,-26.3911,153.0403,6.4,tewantin rsl park,94570,PRCP,1996,2023
ASN00040908,-26.3911,153.0403,6.4,tewantin rsl park,94570,TAVG,1998,2023
ASN00040912,-27.7597,152.47,160,franklyn vale alert,NA,PRCP,2000,2023
ASN00040913,-27.4808,153.0389,8.1,brisbane,94576,TMAX,1999,2023
ASN00040913,-27.4808,153.0389,8.1,brisbane,94576,TMIN,1999,2023
ASN00040913,-27.4808,153.0389,8.1,brisbane,94576,PRCP,1999,2023
ASN00040914,-27.4942,152.4972,74,mt tarampa,NA,PRCP,1999,2023
ASN00040914,-27.4942,152.4972,74,mt tarampa,NA,DAPR,1999,2020
ASN00040914,-27.4942,152.4972,74,mt tarampa,NA,DWPR,1999,2020
ASN00040914,-27.4942,152.4972,74,mt tarampa,NA,MDPR,1999,2020
ASN00040922,-26.5737,151.8398,433.7,kingaroy airport,94549,TMAX,2001,2023
ASN00040922,-26.5737,151.8398,433.7,kingaroy airport,94549,TMIN,2001,2023
ASN00040922,-26.5737,151.8398,433.7,kingaroy airport,94549,PRCP,2001,2023
ASN00040924,-26.9028,152.7664,165,woodford stanmore,NA,PRCP,2000,2023
ASN00040924,-26.9028,152.7664,165,woodford stanmore,NA,DAPR,2000,2022
ASN00040924,-26.9028,152.7664,165,woodford stanmore,NA,DWPR,2000,2022
ASN00040924,-26.9028,152.7664,165,woodford stanmore,NA,MDPR,2000,2022
ASN00040928,-27.5639,152.8208,42,karalee,NA,PRCP,2001,2023
ASN00040928,-27.5639,152.8208,42,karalee,NA,DAPR,2001,2023
ASN00040928,-27.5639,152.8208,42,karalee,NA,DWPR,2001,2023
ASN00040928,-27.5639,152.8208,42,karalee,NA,MDPR,2001,2023
ASN00040930,-27.9972,153.1825,549,laheys lookout alert,NA,PRCP,2002,2020
ASN00040931,-28.2314,153.1356,913,o'reillys alert,NA,PRCP,2002,2023
ASN00040932,-28.2608,153.0917,300,darlington alert,NA,PRCP,2002,2023
ASN00040933,-28.27,153.0264,178,foxley alert,NA,PRCP,2002,2023
ASN00040934,-27.8464,152.9061,39,romani alert,NA,PRCP,2002,2023
ASN00040935,-27.7864,153.0161,3,maclean bridge alert,NA,PRCP,2002,2023
ASN00040936,-28.0614,153.0408,90,lumeah alert,NA,PRCP,2002,2023
ASN00040937,-27.9978,153.1575,72,benobble alert,NA,PRCP,2002,2023
ASN00040938,-27.9108,153.1047,28,bromfleet alert,NA,PRCP,2002,2023
ASN00040939,-27.9681,152.9861,50,beaudesert alert,NA,PRCP,2002,2023
ASN00040940,-27.8336,152.9878,40,yarrahappini alert,NA,PRCP,2002,2023
ASN00040941,-28.0708,152.8558,326,kooralbyn alert,NA,PRCP,2002,2023
ASN00040942,-28.3222,152.7697,220,palen creek alert,NA,PRCP,2002,2023
ASN00040943,-28.2453,152.8908,105,dieckmans bridge alert,NA,PRCP,2002,2023
ASN00040944,-28.1692,152.9833,87,rudds lane alert,NA,PRCP,2002,2023
ASN00040945,-28.0708,152.9272,62,round mountain alert,NA,PRCP,2002,2023
ASN00040946,-28.2153,152.8681,84,rathdowney alert,NA,PRCP,2002,2023
ASN00040947,-28.1481,152.57,173,croftby alert,NA,PRCP,2002,2023
ASN00040948,-28.1461,152.7358,278,knapps peak alert,NA,PRCP,2002,2023
ASN00040949,-28.0033,152.6875,110,boonah alert,NA,PRCP,2002,2023
ASN00040958,-27.2169,153.0922,12.6,redcliffe,95591,TMAX,2004,2023
ASN00040958,-27.2169,153.0922,12.6,redcliffe,95591,TMIN,2004,2023
ASN00040958,-27.2169,153.0922,12.6,redcliffe,95591,PRCP,2004,2023
ASN00040960,-27.3247,152.9031,81,clear mountain buranda rd,NA,PRCP,2004,2021
ASN00040960,-27.3247,152.9031,81,clear mountain buranda rd,NA,DAPR,2004,2021
ASN00040960,-27.3247,152.9031,81,clear mountain buranda rd,NA,DWPR,2004,2021
ASN00040960,-27.3247,152.9031,81,clear mountain buranda rd,NA,MDPR,2004,2021
ASN00040962,-27.6053,152.8244,56,ebbw vale,NA,PRCP,2005,2022
ASN00040962,-27.6053,152.8244,56,ebbw vale,NA,DAPR,2006,2022
ASN00040962,-27.6053,152.8244,56,ebbw vale,NA,DWPR,2006,2022
ASN00040962,-27.6053,152.8244,56,ebbw vale,NA,MDPR,2006,2022
ASN00040964,-27.6696,153.0442,38,regents park,NA,PRCP,2005,2023
ASN00040964,-27.6696,153.0442,38,regents park,NA,DAPR,2006,2021
ASN00040964,-27.6696,153.0442,38,regents park,NA,DWPR,2006,2021
ASN00040964,-27.6696,153.0442,38,regents park,NA,MDPR,2006,2021
ASN00040965,-27.2442,153.0867,29,clontarf,NA,PRCP,1987,2023
ASN00040969,-27.0717,153.1058,7,godwin beach,NA,PRCP,2005,2023
ASN00040969,-27.0717,153.1058,7,godwin beach,NA,DAPR,2005,2022
ASN00040969,-27.0717,153.1058,7,godwin beach,NA,DWPR,2005,2022
ASN00040969,-27.0717,153.1058,7,godwin beach,NA,MDPR,2005,2022
ASN00040973,-27.7472,153.1919,13,windaroo,NA,PRCP,2006,2023
ASN00040973,-27.7472,153.1919,13,windaroo,NA,DAPR,2006,2020
ASN00040973,-27.7472,153.1919,13,windaroo,NA,DWPR,2006,2020
ASN00040973,-27.7472,153.1919,13,windaroo,NA,MDPR,2006,2020
ASN00040976,-27.4753,152.9753,65,brisbane botanic gardens mt co,NA,PRCP,2005,2023
ASN00040976,-27.4753,152.9753,65,brisbane botanic gardens mt co,NA,DAPR,2005,2021
ASN00040976,-27.4753,152.9753,65,brisbane botanic gardens mt co,NA,DWPR,2005,2021
ASN00040976,-27.4753,152.9753,65,brisbane botanic gardens mt co,NA,MDPR,2005,2021
ASN00040978,-27.0797,153.1803,7,bribie island alert,NA,PRCP,2006,2023
ASN00040979,-27.1247,152.9356,24,morayfield alert,NA,PRCP,2006,2023
ASN00040980,-27.1822,153.0186,4,deception bay alert,NA,PRCP,2007,2023
ASN00040981,-28.0792,153.4319,-999.9,burleigh waters alert,NA,PRCP,2006,2023
ASN00040982,-25.4264,152.9214,11,riverheads,NA,PRCP,2006,2022
ASN00041005,-26.9322,151.4503,491,bell store,NA,PRCP,1910,2023
ASN00041005,-26.9322,151.4503,491,bell store,NA,DAPR,1939,2023
ASN00041005,-26.9322,151.4503,491,bell store,NA,DWPR,1939,2023
ASN00041005,-26.9322,151.4503,491,bell store,NA,MDPR,1939,2023
ASN00041007,-26.8422,150.7889,310,brigalow post office,NA,PRCP,1913,2021
ASN00041007,-26.8422,150.7889,310,brigalow post office,NA,DAPR,1971,2020
ASN00041007,-26.8422,150.7889,310,brigalow post office,NA,DWPR,1971,2020
ASN00041007,-26.8422,150.7889,310,brigalow post office,NA,MDPR,1971,2020
ASN00041008,-27.3033,151.4931,383,bowenville,NA,PRCP,1911,2020
ASN00041009,-28.2669,150.8108,350,bybera,NA,PRCP,1931,2023
ASN00041012,-26.6764,150.8992,333,fernflat,NA,PRCP,1912,2023
ASN00041013,-28.2264,152.0661,456,canning downs,NA,PRCP,1880,2023
ASN00041014,-28.3539,151.6281,590,carbean,NA,PRCP,1946,2023
ASN00041016,-27.5331,151.2025,340,cecil plains homestead,NA,PRCP,1888,2023
ASN00041017,-26.7422,150.6033,313,chinchilla water treatment pla,NA,PRCP,1889,2020
ASN00041017,-26.7422,150.6033,313,chinchilla water treatment pla,NA,DAPR,1893,2020
ASN00041017,-26.7422,150.6033,313,chinchilla water treatment pla,NA,DWPR,1893,2020
ASN00041017,-26.7422,150.6033,313,chinchilla water treatment pla,NA,MDPR,1893,2020
ASN00041018,-27.9317,151.9058,443,clifton post office,NA,PRCP,1893,2023
ASN00041018,-27.9317,151.9058,443,clifton post office,NA,DAPR,1896,2023
ASN00041018,-27.9317,151.9058,443,clifton post office,NA,DWPR,1896,2023
ASN00041018,-27.9317,151.9058,443,clifton post office,NA,MDPR,1896,2023
ASN00041019,-27.7233,151.2869,370,condamine plains,NA,PRCP,1872,2022
ASN00041022,-28.5,151.9722,880,dalveen,NA,PRCP,1887,2023
ASN00041024,-27.2067,151.8467,612,doctors creek,NA,PRCP,1906,2023
ASN00041025,-27.5742,151.0839,411,dunmore state forest,NA,PRCP,1940,2022
ASN00041025,-27.5742,151.0839,411,dunmore state forest,NA,DAPR,1971,2021
ASN00041025,-27.5742,151.0839,411,dunmore state forest,NA,DWPR,1971,2021
ASN00041025,-27.5742,151.0839,411,dunmore state forest,NA,MDPR,1971,2021
ASN00041034,-28.4039,151.4703,400,glenelg,NA,PRCP,1882,2022
ASN00041037,-27.3072,151.8506,497,goombungee post office,NA,PRCP,1909,2023
ASN00041037,-27.3072,151.8506,497,goombungee post office,NA,DAPR,1976,2023
ASN00041037,-27.3072,151.8506,497,goombungee post office,NA,DWPR,1976,2023
ASN00041037,-27.3072,151.8506,497,goombungee post office,NA,MDPR,1976,2023
ASN00041041,-28.2414,151.7264,150,coolesha,NA,PRCP,1920,2022
ASN00041041,-28.2414,151.7264,150,coolesha,NA,DAPR,1924,2022
ASN00041041,-28.2414,151.7264,150,coolesha,NA,DWPR,1924,2022
ASN00041041,-28.2414,151.7264,150,coolesha,NA,MDPR,1924,2022
ASN00041047,-28.4147,151.0828,291,inglewood post office,NA,PRCP,1885,2023
ASN00041047,-28.4147,151.0828,291,inglewood post office,NA,DAPR,1937,2022
ASN00041047,-28.4147,151.0828,291,inglewood post office,NA,DWPR,1937,2022
ASN00041047,-28.4147,151.0828,291,inglewood post office,NA,MDPR,1937,2022
ASN00041050,-26.7797,151.1111,362,jandowae post office,NA,PRCP,1898,2022
ASN00041050,-26.7797,151.1111,362,jandowae post office,NA,DAPR,1903,2022
ASN00041050,-26.7797,151.1111,362,jandowae post office,NA,DWPR,1903,2022
ASN00041050,-26.7797,151.1111,362,jandowae post office,NA,MDPR,1903,2022
ASN00041052,-26.6928,151.0964,365,jingi jingi,NA,PRCP,1915,2023
ASN00041053,-27.3675,151.5897,382,jondaryan post office,NA,PRCP,1888,2023
ASN00041053,-27.3675,151.5897,382,jondaryan post office,NA,DAPR,1942,2023
ASN00041053,-27.3675,151.5897,382,jondaryan post office,NA,DWPR,1942,2023
ASN00041053,-27.3675,151.5897,382,jondaryan post office,NA,MDPR,1942,2023
ASN00041056,-28.3344,152.2953,507,killarney post office,NA,PRCP,1889,2023
ASN00041062,-27.8083,151.3267,380.4,laguna,NA,PRCP,1938,2022
ASN00041063,-28.0106,151.5856,412,leyburn post office,NA,PRCP,1887,2020
ASN00041072,-27.4831,151.6003,396,mount irving,NA,PRCP,1899,2023
ASN00041082,-27.7156,151.6333,608,pittsworth,NA,PRCP,1887,2023
ASN00041083,-28.0694,151.7797,609,pratten,NA,PRCP,1898,2023
ASN00041085,-28.3253,152.3942,884,queen mary falls,NA,PRCP,1959,2023
ASN00041086,-26.6653,151.3969,562,quendon,NA,PRCP,1949,2023
ASN00041090,-26.5392,151.1347,393,darr creek tm,NA,PRCP,2000,2023
ASN00041091,-26.8086,151.0806,348,lauriedale,NA,PRCP,1959,2023
ASN00041091,-26.8086,151.0806,348,lauriedale,NA,DAPR,2006,2022
ASN00041091,-26.8086,151.0806,348,lauriedale,NA,DWPR,2006,2022
ASN00041091,-26.8086,151.0806,348,lauriedale,NA,MDPR,2006,2022
ASN00041092,-26.4489,150.8925,335,ballon tm,NA,PRCP,2000,2023
ASN00041095,-28.6617,151.9339,787,stanthorpe leslie parade,94550,TMAX,1957,2023
ASN00041095,-28.6617,151.9339,787,stanthorpe leslie parade,94550,TMIN,1957,2022
ASN00041095,-28.6617,151.9339,787,stanthorpe leslie parade,94550,PRCP,1873,2023
ASN00041095,-28.6617,151.9339,787,stanthorpe leslie parade,94550,DAPR,1984,2022
ASN00041095,-28.6617,151.9339,787,stanthorpe leslie parade,94550,DATN,1988,2022
ASN00041095,-28.6617,151.9339,787,stanthorpe leslie parade,94550,DATX,1988,2023
ASN00041095,-28.6617,151.9339,787,stanthorpe leslie parade,94550,MDPR,1984,2022
ASN00041095,-28.6617,151.9339,787,stanthorpe leslie parade,94550,MDTN,1988,2022
ASN00041095,-28.6617,151.9339,787,stanthorpe leslie parade,94550,MDTX,1988,2023
ASN00041096,-27.5094,151.9547,739,mt kynoch,NA,PRCP,1999,2023
ASN00041098,-28.2858,152.2425,517.2,tannymorel,NA,PRCP,1916,2022
ASN00041098,-28.2858,152.2425,517.2,tannymorel,NA,DAPR,1947,2022
ASN00041098,-28.2858,152.2425,517.2,tannymorel,NA,DWPR,1947,2022
ASN00041098,-28.2858,152.2425,517.2,tannymorel,NA,MDPR,1947,2022
ASN00041100,-28.8544,151.1681,297,texas post office,95533,TMAX,1969,2023
ASN00041100,-28.8544,151.1681,297,texas post office,95533,TMIN,1969,2023
ASN00041100,-28.8544,151.1681,297,texas post office,95533,PRCP,1897,2023
ASN00041100,-28.8544,151.1681,297,texas post office,95533,DATN,1986,2023
ASN00041100,-28.8544,151.1681,297,texas post office,95533,DATX,1986,2023
ASN00041100,-28.8544,151.1681,297,texas post office,95533,MDTN,1986,2023
ASN00041100,-28.8544,151.1681,297,texas post office,95533,MDTX,1986,2023
ASN00041106,-27.9651,152.0752,566,upper forest springs,NA,PRCP,1927,2023
ASN00041110,-27.8314,151.1964,402,turallin,NA,PRCP,1909,2022
ASN00041112,-28.4033,150.0517,196,giddi giddi south tm,NA,PRCP,2000,2023
ASN00041115,-27.2108,151.6169,403,maravale,NA,PRCP,1947,2020
ASN00041116,-28.9231,151.9306,875,wallangarra post office,NA,PRCP,1888,2023
ASN00041116,-28.9231,151.9306,875,wallangarra post office,NA,DAPR,1890,2021
ASN00041116,-28.9231,151.9306,875,wallangarra post office,NA,DWPR,1890,2021
ASN00041116,-28.9231,151.9306,875,wallangarra post office,NA,MDPR,1890,2021
ASN00041120,-28.1897,152.2064,520,yangan post office,NA,PRCP,1912,2023
ASN00041128,-28.4997,150.5928,230,wondalli,NA,PRCP,1910,2023
ASN00041131,-26.7733,151.3819,515,cooranga north,NA,PRCP,1940,2021
ASN00041134,-28.3128,152.4025,995,top plains,NA,PRCP,1952,2023
ASN00041145,-26.8397,151.165,348,marnhull,NA,PRCP,1900,2023
ASN00041145,-26.8397,151.165,348,marnhull,NA,DAPR,1972,2022
ASN00041145,-26.8397,151.165,348,marnhull,NA,DWPR,1972,2022
ASN00041145,-26.8397,151.165,348,marnhull,NA,MDPR,1972,2022
ASN00041152,-27.9753,150.9225,360,langley tm,NA,PRCP,2001,2023
ASN00041162,-28.2694,150.8106,290,bybera tm,NA,PRCP,2000,2023
ASN00041166,-27.6764,151.6022,503,springside,NA,PRCP,1959,2023
ASN00041167,-28.1708,152.2764,549,helenvale,NA,PRCP,1922,2022
ASN00041168,-26.7064,151.3025,427,rosevale,NA,PRCP,1913,2021
ASN00041169,-28.3911,150.4825,225,kerimbilla tm,NA,PRCP,2000,2021
ASN00041170,-27.5433,151.6383,495,aubigny purrawunda,NA,PRCP,1959,2022
ASN00041175,-28.6217,151.9533,871.6,applethorpe,94553,TMAX,1966,2023
ASN00041175,-28.6217,151.9533,871.6,applethorpe,94553,TMIN,1966,2023
ASN00041175,-28.6217,151.9533,871.6,applethorpe,94553,PRCP,1966,2023
ASN00041182,-27.1667,151.5697,402,whittaker,NA,PRCP,1958,2023
ASN00041191,-27.2627,151.3747,358,victory downs,NA,PRCP,1958,2023
ASN00041192,-28.3692,151.7961,700,valhalla,NA,PRCP,1959,2022
ASN00041198,-27.1472,151.3028,357,tingha,NA,PRCP,1958,2022
ASN00041208,-28.3542,152.3392,609.6,spring creek,NA,PRCP,1959,2023
ASN00041208,-28.3542,152.3392,609.6,spring creek,NA,DAPR,1971,2022
ASN00041208,-28.3542,152.3392,609.6,spring creek,NA,DWPR,1971,2022
ASN00041208,-28.3542,152.3392,609.6,spring creek,NA,MDPR,1971,2022
ASN00041209,-28.4814,151.8856,841,sorrento,NA,PRCP,1959,2022
ASN00041212,-27.2156,151.6908,445,rosalie plains,NA,PRCP,1955,2021
ASN00041219,-27.6664,151.5536,415,redbank,NA,PRCP,1959,2022
ASN00041219,-27.6664,151.5536,415,redbank,NA,DAPR,1971,2021
ASN00041219,-27.6664,151.5536,415,redbank,NA,DWPR,1971,2021
ASN00041219,-27.6664,151.5536,415,redbank,NA,MDPR,1971,2021
ASN00041229,-28.0775,152.2625,570,maryvale,NA,PRCP,1959,2023
ASN00041229,-28.0775,152.2625,570,maryvale,NA,DAPR,1999,2022
ASN00041229,-28.0775,152.2625,570,maryvale,NA,DWPR,1999,2022
ASN00041229,-28.0775,152.2625,570,maryvale,NA,MDPR,1999,2022
ASN00041230,-28.7208,151.1825,320,limevale tm,NA,PRCP,2000,2023
ASN00041240,-27.1858,151.1419,340,hereward,NA,PRCP,1959,2023
ASN00041242,-27.0181,151.635,457.2,koorrnong,NA,PRCP,1958,2023
ASN00041250,-27.7894,151.4133,390,pampas,NA,PRCP,1959,2023
ASN00041259,-28.0719,152.1297,497,clintonvale,NA,PRCP,1959,2023
ASN00041270,-27.8242,151.5803,408,gunbower,NA,PRCP,1910,2020
ASN00041275,-28.1469,151.9253,457,glenroy massie,NA,PRCP,1959,2023
ASN00041276,-27.9292,152.1606,622,glenrive,NA,PRCP,1959,2023
ASN00041277,-26.7675,151.2075,408,glenroy,NA,PRCP,1958,2023
ASN00041277,-26.7675,151.2075,408,glenroy,NA,DAPR,1963,2022
ASN00041277,-26.7675,151.2075,408,glenroy,NA,DWPR,1963,2022
ASN00041277,-26.7675,151.2075,408,glenroy,NA,MDPR,1963,2022
ASN00041285,-28.3275,151.845,573,fairleigh,NA,PRCP,1959,2023
ASN00041291,-26.8631,150.8681,323,ehlma park,NA,PRCP,1958,2022
ASN00041297,-27.0981,150.9786,331,daandine,NA,PRCP,1907,2022
ASN00041310,-26.8886,151.2006,377,kuyura,NA,PRCP,1958,2023
ASN00041314,-27.7578,151.4483,388.3,brookstead post office,NA,PRCP,1958,2023
ASN00041318,-27.9683,151.3417,440,carramar,NA,PRCP,1959,2021
ASN00041323,-28.0187,152.2861,586,mandala,NA,PRCP,1959,2023
ASN00041323,-28.0187,152.2861,586,mandala,NA,DAPR,1979,2023
ASN00041323,-28.0187,152.2861,586,mandala,NA,DWPR,1979,2023
ASN00041323,-28.0187,152.2861,586,mandala,NA,MDPR,1979,2023
ASN00041338,-28.8,151.8433,723.9,ballandean post office,NA,PRCP,1967,2023
ASN00041338,-28.8,151.8433,723.9,ballandean post office,NA,DAPR,1971,2022
ASN00041338,-28.8,151.8433,723.9,ballandean post office,NA,DWPR,1971,2022
ASN00041338,-28.8,151.8433,723.9,ballandean post office,NA,MDPR,1971,2022
ASN00041339,-27.2131,151.1856,324,loudoun bridge,NA,PRCP,1922,2023
ASN00041344,-28.2075,151.5608,480,karara,NA,PRCP,1968,2023
ASN00041348,-28.1667,150.6444,267,wyaga tm,NA,PRCP,2000,2023
ASN00041359,-27.4034,151.7413,405.7,oakey aero,94552,TMAX,1973,2023
ASN00041359,-27.4034,151.7413,405.7,oakey aero,94552,TMIN,1973,2023
ASN00041359,-27.4034,151.7413,405.7,oakey aero,94552,PRCP,1970,2023
ASN00041365,-28.6514,151.6336,560,pikedale tm,NA,PRCP,2000,2023
ASN00041369,-27.5233,151.8819,559,moyola,NA,PRCP,1972,2023
ASN00041369,-27.5233,151.8819,559,moyola,NA,DAPR,1972,2021
ASN00041369,-27.5233,151.8819,559,moyola,NA,DWPR,1972,2021
