stnid,lat,lon,elevation,name,wmo_id,element,first_year,last_year
ASN00010707,-33.9411,118.92,320,jerramungup,NA,MDPR,1963,2022
ASN00010715,-34.2,117.8,-999.9,barracup,NA,PRCP,1915,2023
ASN00010725,-33.4458,117.6614,274,congee,NA,PRCP,1903,2021
ASN00010725,-33.4458,117.6614,274,congee,NA,DAPR,1991,2021
ASN00010725,-33.4458,117.6614,274,congee,NA,DWPR,1991,2021
ASN00010725,-33.4458,117.6614,274,congee,NA,MDPR,1991,2021
ASN00010729,-34.3439,118.6306,104,chillinup,NA,PRCP,1906,2023
ASN00010729,-34.3439,118.6306,104,chillinup,NA,DAPR,1909,2022
ASN00010729,-34.3439,118.6306,104,chillinup,NA,DWPR,1909,2022
ASN00010729,-34.3439,118.6306,104,chillinup,NA,MDPR,1909,2022
ASN00010789,-34.4019,118.1019,260,moingup springs,NA,PRCP,2004,2020
ASN00010789,-34.4019,118.1019,260,moingup springs,NA,DAPR,2004,2020
ASN00010789,-34.4019,118.1019,260,moingup springs,NA,DWPR,2004,2020
ASN00010789,-34.4019,118.1019,260,moingup springs,NA,MDPR,2004,2020
ASN00010792,-34.1692,118.9444,180,gairdner,NA,PRCP,1963,2023
ASN00010792,-34.1692,118.9444,180,gairdner,NA,DAPR,1975,2022
ASN00010792,-34.1692,118.9444,180,gairdner,NA,DWPR,1975,2022
ASN00010792,-34.1692,118.9444,180,gairdner,NA,MDPR,1975,2022
ASN00010793,-33.2114,116.9919,300,tarwonga,NA,PRCP,1961,2022
ASN00010793,-33.2114,116.9919,300,tarwonga,NA,DAPR,1964,2022
ASN00010793,-33.2114,116.9919,300,tarwonga,NA,DWPR,1964,2022
ASN00010793,-33.2114,116.9919,300,tarwonga,NA,MDPR,1964,2022
ASN00010799,-32.6339,118.0103,300,west kulin,NA,PRCP,2003,2023
ASN00010799,-32.6339,118.0103,300,west kulin,NA,DAPR,2003,2022
ASN00010799,-32.6339,118.0103,300,west kulin,NA,DWPR,2003,2022
ASN00010799,-32.6339,118.0103,300,west kulin,NA,MDPR,2003,2022
ASN00010802,-33.4661,118.6361,356,tanami,NA,PRCP,2003,2022
ASN00010803,-33.0114,118.2389,340,maria,NA,PRCP,1968,2022
ASN00010807,-32.1842,117.9675,280,bilbarin,NA,PRCP,1967,2022
ASN00010811,-33.1806,120.0883,340,nth ravensthorpe,NA,PRCP,1968,2023
ASN00010816,-33.2064,117.6994,315,beaumont,NA,PRCP,2003,2021
ASN00010823,-32.2344,117.6444,300,glenmore,NA,PRCP,1969,2023
ASN00010831,-33.4836,117.61,330,glenrose,NA,PRCP,1953,2023
ASN00010831,-33.4836,117.61,330,glenrose,NA,DAPR,2004,2023
ASN00010831,-33.4836,117.61,330,glenrose,NA,DWPR,2004,2023
ASN00010831,-33.4836,117.61,330,glenrose,NA,MDPR,2004,2023
ASN00010866,-33.9317,117.3258,340,cranham,NA,PRCP,1954,2023
ASN00010866,-33.9317,117.3258,340,cranham,NA,DAPR,1957,2022
ASN00010866,-33.9317,117.3258,340,cranham,NA,DWPR,1957,2022
ASN00010866,-33.9317,117.3258,340,cranham,NA,MDPR,1957,2022
ASN00010869,-33.5942,120.1833,150,carlingup,NA,PRCP,1972,2022
ASN00010870,-33.6914,119.6608,290,mainnerup,NA,PRCP,1972,2021
ASN00010870,-33.6914,119.6608,290,mainnerup,NA,DAPR,1972,2020
ASN00010870,-33.6914,119.6608,290,mainnerup,NA,DWPR,1972,2020
ASN00010870,-33.6914,119.6608,290,mainnerup,NA,MDPR,1972,2020
ASN00010872,-33.1722,118.2475,300,dunelm,NA,PRCP,1968,2023
ASN00010875,-33.9036,117.175,350,overton,NA,PRCP,1975,2021
ASN00010875,-33.9036,117.175,350,overton,NA,DAPR,1975,2021
ASN00010875,-33.9036,117.175,350,overton,NA,DWPR,1975,2021
ASN00010875,-33.9036,117.175,350,overton,NA,MDPR,1975,2021
ASN00010876,-32.7353,116.8381,260,caernarvon park,NA,PRCP,1976,2023
ASN00010876,-32.7353,116.8381,260,caernarvon park,NA,DAPR,1976,2021
ASN00010876,-32.7353,116.8381,260,caernarvon park,NA,DWPR,1976,2021
ASN00010876,-32.7353,116.8381,260,caernarvon park,NA,MDPR,1976,2021
ASN00010878,-33.5381,119.6564,350,chesalon,NA,PRCP,1966,2023
ASN00010881,-32.1336,119.0261,380,gibb rock,NA,PRCP,1978,2021
ASN00010881,-32.1336,119.0261,380,gibb rock,NA,DAPR,1979,2021
ASN00010881,-32.1336,119.0261,380,gibb rock,NA,DWPR,1979,2021
ASN00010881,-32.1336,119.0261,380,gibb rock,NA,MDPR,1979,2021
ASN00010888,-32.8125,116.6931,340,dwarda downs,NA,PRCP,1982,2022
ASN00010889,-32.885,118.6347,320,mordetta,NA,PRCP,1972,2023
ASN00010893,-34.3078,117.4347,290,the warriups,NA,PRCP,1907,2023
ASN00010893,-34.3078,117.4347,290,the warriups,NA,DAPR,1968,2022
ASN00010893,-34.3078,117.4347,290,the warriups,NA,DWPR,1968,2022
ASN00010893,-34.3078,117.4347,290,the warriups,NA,MDPR,1968,2022
ASN00010894,-32.6322,119.0958,300,allan rocks,NA,PRCP,1967,2023
ASN00010895,-33.3994,119.9344,310,monte vista,NA,PRCP,1968,2022
ASN00010896,-33.4331,120.1178,320,yoorooga,NA,PRCP,1984,2022
ASN00010896,-33.4331,120.1178,320,yoorooga,NA,DAPR,1985,2021
ASN00010896,-33.4331,120.1178,320,yoorooga,NA,DWPR,1985,2021
ASN00010896,-33.4331,120.1178,320,yoorooga,NA,MDPR,1985,2021
ASN00010897,-34.2206,118.5042,240,nalyerlup,NA,PRCP,1983,2023
ASN00010900,-32.9297,119.8367,360,desert fringe,NA,PRCP,1977,2021
ASN00010900,-32.9297,119.8367,360,desert fringe,NA,DAPR,1989,2021
ASN00010900,-32.9297,119.8367,360,desert fringe,NA,MDPR,1989,2021
ASN00010904,-32.1717,118.6136,305,swanara,NA,PRCP,1957,2023
ASN00010905,-33.8878,119.1092,305,jacup,95636,TMAX,1993,2023
ASN00010905,-33.8878,119.1092,305,jacup,95636,TMIN,1993,2023
ASN00010905,-33.8878,119.1092,305,jacup,95636,PRCP,1994,2023
ASN00010908,-32.0294,116.8742,260,yangedine,NA,PRCP,2000,2023
ASN00010910,-32.6764,117.2708,340,wyonning,NA,PRCP,1997,2021
ASN00010911,-33.1006,118.4647,286,lake grace,95637,TMAX,1997,2023
ASN00010911,-33.1006,118.4647,286,lake grace,95637,TMIN,1997,2023
ASN00010911,-33.1006,118.4647,286,lake grace,95637,PRCP,1997,2023
ASN00010912,-32.5878,117.6408,280,yealering east,NA,PRCP,2000,2023
ASN00010916,-33.6856,117.6064,320,katanning,94641,TMAX,1999,2023
ASN00010916,-33.6856,117.6064,320,katanning,94641,TMIN,1999,2023
ASN00010916,-33.6856,117.6064,320,katanning,94641,PRCP,1999,2023
ASN00010917,-32.6722,116.6706,275,wandering,95640,TMAX,1998,2023
ASN00010917,-32.6722,116.6706,275,wandering,95640,TMIN,1998,2023
ASN00010917,-32.6722,116.6706,275,wandering,95640,PRCP,1998,2023
ASN00010917,-32.6722,116.6706,275,wandering,95640,TAVG,2001,2023
ASN00011003,-31.6797,128.8792,93.1,eucla,94647,TMAX,1957,2023
ASN00011003,-31.6797,128.8792,93.1,eucla,94647,TMIN,1957,2023
ASN00011003,-31.6797,128.8792,93.1,eucla,94647,PRCP,1878,2023
ASN00011003,-31.6797,128.8792,93.1,eucla,94647,TAVG,1990,2023
ASN00011008,-31.8433,127.8572,20,mundrabilla station,NA,PRCP,1903,2023
ASN00011017,-32.4569,123.8653,151,balladonia,94642,TMAX,1965,2022
ASN00011017,-32.4569,123.8653,151,balladonia,94642,TMIN,1965,2022
ASN00011017,-32.4569,123.8653,151,balladonia,94642,PRCP,1891,2022
ASN00011017,-32.4569,123.8653,151,balladonia,94642,DAPR,1971,2021
ASN00011017,-32.4569,123.8653,151,balladonia,94642,DATN,1994,2022
ASN00011017,-32.4569,123.8653,151,balladonia,94642,DATX,1994,2022
ASN00011017,-32.4569,123.8653,151,balladonia,94642,DWPR,1971,2021
ASN00011017,-32.4569,123.8653,151,balladonia,94642,MDPR,1971,2021
ASN00011017,-32.4569,123.8653,151,balladonia,94642,MDTN,1994,2022
ASN00011017,-32.4569,123.8653,151,balladonia,94642,MDTX,1994,2022
ASN00011019,-32.2464,126.3008,5.6,eyre,94645,TMAX,1983,2023
ASN00011019,-32.2464,126.3008,5.6,eyre,94645,TMIN,1983,2023
ASN00011019,-32.2464,126.3008,5.6,eyre,94645,PRCP,1888,2023
ASN00011019,-32.2464,126.3008,5.6,eyre,94645,DATN,1996,2022
ASN00011019,-32.2464,126.3008,5.6,eyre,94645,DATX,1997,2022
ASN00011019,-32.2464,126.3008,5.6,eyre,94645,MDTN,1996,2022
ASN00011019,-32.2464,126.3008,5.6,eyre,94645,MDTX,1997,2022
ASN00011022,-31.7117,128.8867,5,old eucla,NA,PRCP,2002,2023
ASN00011022,-31.7117,128.8867,5,old eucla,NA,DAPR,2003,2023
ASN00011022,-31.7117,128.8867,5,old eucla,NA,DWPR,2003,2023
ASN00011022,-31.7117,128.8867,5,old eucla,NA,MDPR,2003,2023
ASN00011025,-31.7219,126.5889,101,moonera,NA,PRCP,1964,2023
ASN00011051,-33.2986,123.0658,150,no worries,NA,PRCP,1992,2021
ASN00011052,-30.8453,128.1092,159,forrest,95646,TMAX,1993,2023
ASN00011052,-30.8453,128.1092,159,forrest,95646,TMIN,1993,2023
ASN00011052,-30.8453,128.1092,159,forrest,95646,PRCP,1993,2023
ASN00011052,-30.8453,128.1092,159,forrest,95646,TAVG,1993,2023
ASN00011053,-32.2028,127.5297,3.1,red rocks point,94644,TMAX,1999,2023
ASN00011053,-32.2028,127.5297,3.1,red rocks point,94644,TMIN,1999,2023
ASN00011053,-32.2028,127.5297,3.1,red rocks point,94644,PRCP,1999,2023
ASN00012007,-31.0603,118.8367,350,boodarockin,NA,PRCP,1935,2022
ASN00012009,-32.2147,121.7547,262.5,norseman aero,95642,TMAX,1999,2023
ASN00012009,-32.2147,121.7547,262.5,norseman aero,95642,TMIN,1999,2023
ASN00012009,-32.2147,121.7547,262.5,norseman aero,95642,PRCP,1999,2023
ASN00012011,-30.9869,119.1142,362,bullfinch,NA,PRCP,1911,2023
ASN00012013,-30.7503,121.7519,380,bulong,NA,PRCP,1898,2023
ASN00012013,-30.7503,121.7519,380,bulong,NA,DAPR,1907,2021
ASN00012013,-30.7503,121.7519,380,bulong,NA,DWPR,1907,2021
ASN00012013,-30.7503,121.7519,380,bulong,NA,MDPR,1907,2021
ASN00012018,-30.9542,121.1656,427,coolgardie post office,NA,PRCP,1893,2020
ASN00012018,-30.9542,121.1656,427,coolgardie post office,NA,DAPR,1966,2020
ASN00012018,-30.9542,121.1656,427,coolgardie post office,NA,DWPR,1966,2020
ASN00012018,-30.9542,121.1656,427,coolgardie post office,NA,MDPR,1966,2020
ASN00012025,-27.9331,120.0575,441,depot springs,NA,PRCP,1926,2023
ASN00012026,-31.6419,118.9019,410,bodallin south,NA,PRCP,1930,2021
ASN00012026,-31.6419,118.9019,410,bodallin south,NA,DAPR,1964,2021
ASN00012026,-31.6419,118.9019,410,bodallin south,NA,DWPR,1964,2021
ASN00012026,-31.6419,118.9019,410,bodallin south,NA,MDPR,1964,2021
ASN00012027,-29.8119,122.3547,460,edjudina,NA,PRCP,1900,2023
ASN00012028,-33.0372,121.6644,240,gorya valley,NA,PRCP,1931,2023
ASN00012028,-33.0372,121.6644,240,gorya valley,NA,DAPR,1972,2022
ASN00012028,-33.0372,121.6644,240,gorya valley,NA,DWPR,1972,2022
ASN00012028,-33.0372,121.6644,240,gorya valley,NA,MDPR,1972,2022
ASN00012029,-32.0339,122.8017,460,fraser range,NA,PRCP,1901,2023
ASN00012038,-30.7847,121.4533,365.3,kalgoorlie-boulder airport,94637,TMAX,1939,2023
ASN00012038,-30.7847,121.4533,365.3,kalgoorlie-boulder airport,94637,TMIN,1939,2023
ASN00012038,-30.7847,121.4533,365.3,kalgoorlie-boulder airport,94637,PRCP,1939,2023
ASN00012038,-30.7847,121.4533,365.3,kalgoorlie-boulder airport,94637,TAVG,1939,2023
ASN00012043,-29.3361,121.4944,423,kookynie,NA,PRCP,1902,2023
ASN00012043,-29.3361,121.4944,423,kookynie,NA,DAPR,1917,2023
ASN00012043,-29.3361,121.4944,423,kookynie,NA,DWPR,1917,2023
ASN00012043,-29.3361,121.4944,423,kookynie,NA,MDPR,1917,2023
ASN00012044,-33.5547,120.69970000000001,220,munglinup west,95644,TMAX,2002,2023
ASN00012044,-33.5547,120.69970000000001,220,munglinup west,95644,TMIN,2002,2023
ASN00012044,-33.5547,120.69970000000001,220,munglinup west,95644,PRCP,2002,2023
ASN00012045,-28.6306,122.4072,461,laverton,NA,PRCP,1899,2023
ASN00012045,-28.6306,122.4072,461,laverton,NA,DAPR,1974,2021
ASN00012045,-28.6306,122.4072,461,laverton,NA,DWPR,1974,2021
ASN00012045,-28.6306,122.4072,461,laverton,NA,MDPR,1974,2021
ASN00012046,-28.8836,121.3303,376,leonora,94448,PRCP,1898,2020
ASN00012056,-31.5939,119.1419,410,moree,NA,PRCP,1929,2023
ASN00012062,-28.3897,121.6775,490,nambi,NA,PRCP,1922,2020
ASN00012064,-31.3356,118.98,440,noongaar,NA,PRCP,1926,2023
ASN00012064,-31.3356,118.98,440,noongaar,NA,DAPR,1978,2022
ASN00012064,-31.3356,118.98,440,noongaar,NA,DWPR,1978,2022
ASN00012064,-31.3356,118.98,440,noongaar,NA,MDPR,1978,2022
ASN00012071,-32.9869,121.6239,249,salmon gums res.stn.,95639,TMAX,1932,2023
ASN00012071,-32.9869,121.6239,249,salmon gums res.stn.,95639,TMIN,1932,2023
ASN00012071,-32.9869,121.6239,249,salmon gums res.stn.,95639,PRCP,1932,2023
ASN00012072,-27.9875,119.2961,533,sandstone,NA,PRCP,1904,2023
ASN00012072,-27.9875,119.2961,533,sandstone,NA,DAPR,1947,2023
ASN00012072,-27.9875,119.2961,533,sandstone,NA,DWPR,1947,2023
ASN00012072,-27.9875,119.2961,533,sandstone,NA,MDPR,1947,2023
ASN00012077,-32.8606,121.7081,270,i dunno,NA,PRCP,1926,2023
ASN00012079,-31.0381,119.3064,380,turkey hill north,NA,PRCP,1929,2023
ASN00012082,-28.0067,121.0789,450,weebo,NA,PRCP,1930,2022
ASN00012083,-31.3011,118.6922,350,westonia,NA,PRCP,1915,2023
ASN00012083,-31.3011,118.6922,350,westonia,NA,DAPR,1945,2021
ASN00012083,-31.3011,118.6922,350,westonia,NA,DWPR,1945,2021
ASN00012083,-31.3011,118.6922,350,westonia,NA,MDPR,1945,2021
ASN00012092,-28.5606,119.0161,500,yuinmery,NA,PRCP,1921,2023
ASN00012101,-31.3211,118.5475,323,seven oaks,NA,PRCP,1922,2023
ASN00012106,-31.0731,121.665,320,woolibar,NA,PRCP,1901,2020
ASN00012107,-33.4225,121.9894,175,braeside,NA,PRCP,2002,2023
ASN00012107,-33.4225,121.9894,175,braeside,NA,DAPR,2003,2022
ASN00012107,-33.4225,121.9894,175,braeside,NA,DWPR,2003,2022
ASN00012107,-33.4225,121.9894,175,braeside,NA,MDPR,2003,2022
ASN00012108,-27.1397,121.3397,500,wonganoo,NA,PRCP,1928,2022
ASN00012114,-33.6839,120.6958,120,richfields,NA,PRCP,1955,2022
ASN00012114,-33.6839,120.6958,120,richfields,NA,DAPR,1966,2022
ASN00012114,-33.6839,120.6958,120,richfields,NA,DWPR,1966,2022
ASN00012114,-33.6839,120.6958,120,richfields,NA,MDPR,1966,2022
ASN00012117,-31.2186,121.6181,305,kambalda west,NA,PRCP,2004,2023
ASN00012117,-31.2186,121.6181,305,kambalda west,NA,DAPR,2004,2022
ASN00012117,-31.2186,121.6181,305,kambalda west,NA,DWPR,2004,2022
ASN00012117,-31.2186,121.6181,305,kambalda west,NA,MDPR,2004,2022
ASN00012140,-33.3619,121.0614,215,kanga downs,NA,PRCP,2004,2022
ASN00012141,-30.0242,119.28,450,windarling,NA,PRCP,2004,2023
ASN00012152,-31.2617,120.0219,459,koorarawalyee,NA,PRCP,1894,2022
ASN00012152,-31.2617,120.0219,459,koorarawalyee,NA,DAPR,2005,2022
ASN00012152,-31.2617,120.0219,459,koorarawalyee,NA,MDPR,2005,2022
ASN00012176,-28.6781,120.9706,400,sturt meadows,NA,PRCP,1900,2022
ASN00012198,-33.3844,121.4494,180,scaddan west,NA,PRCP,1964,2023
ASN00012201,-31.7036,119.2378,420,youanmi valley,NA,PRCP,1965,2022
ASN00012220,-31.0089,122.3567,320,cowarna downs,NA,PRCP,1968,2020
ASN00012223,-33.2242,121.3544,200,lort river,NA,PRCP,1969,2023
ASN00012223,-33.2242,121.3544,200,lort river,NA,DAPR,1972,2023
ASN00012223,-33.2242,121.3544,200,lort river,NA,DWPR,1972,2023
ASN00012223,-33.2242,121.3544,200,lort river,NA,MDPR,1972,2023
ASN00012227,-30.8183,119.5197,349,koolyanobbing,NA,PRCP,1967,2023
ASN00012239,-28.4967,119.7436,438.5,bulga downs,94444,TMAX,2002,2023
ASN00012239,-28.4967,119.7436,438.5,bulga downs,94444,TMIN,2002,2023
ASN00012239,-28.4967,119.7436,438.5,bulga downs,94444,PRCP,1924,2023
ASN00012239,-28.4967,119.7436,438.5,bulga downs,94444,DATN,2002,2023
ASN00012239,-28.4967,119.7436,438.5,bulga downs,94444,DATX,2003,2023
ASN00012239,-28.4967,119.7436,438.5,bulga downs,94444,MDTN,2002,2023
ASN00012239,-28.4967,119.7436,438.5,bulga downs,94444,MDTX,2003,2023
ASN00012240,-28.3514,127.5169,410,ilkurlka,NA,PRCP,2005,2023
ASN00012240,-28.3514,127.5169,410,ilkurlka,NA,DAPR,2013,2022
ASN00012240,-28.3514,127.5169,410,ilkurlka,NA,DWPR,2013,2022
ASN00012240,-28.3514,127.5169,410,ilkurlka,NA,MDPR,2013,2022
ASN00012241,-28.8789,121.3186,370,leonora aero,94450,TMAX,2007,2023
ASN00012241,-28.8789,121.3186,370,leonora aero,94450,TMIN,2007,2023
ASN00012241,-28.8789,121.3186,370,leonora aero,94450,PRCP,2007,2023
ASN00012247,-30.2817,121.7606,380,gindalbie,NA,PRCP,1918,2023
ASN00012247,-30.2817,121.7606,380,gindalbie,NA,DAPR,1918,2020
ASN00012247,-30.2817,121.7606,380,gindalbie,NA,DWPR,1918,2020
ASN00012247,-30.2817,121.7606,380,gindalbie,NA,MDPR,1918,2020
ASN00012280,-27.7036,121.6131,550,banjawarn,NA,PRCP,1975,2023
ASN00012291,-33.4578,120.915,200,river plains,NA,PRCP,1983,2023
ASN00012297,-33.4853,122.5867,180,beaumont west,NA,PRCP,1982,2023
ASN00012297,-33.4853,122.5867,180,beaumont west,NA,DAPR,1987,2023
ASN00012297,-33.4853,122.5867,180,beaumont west,NA,DWPR,1987,2023
ASN00012297,-33.4853,122.5867,180,beaumont west,NA,MDPR,1987,2023
ASN00012298,-31.7575,119.4522,400,mulgara,NA,PRCP,1984,2022
ASN00012304,-27.9283,121.3047,500,melrose,NA,PRCP,1927,2022
ASN00012305,-28.6133,122.4236,464.3,laverton aero,94449,TMAX,1991,2023
ASN00012305,-28.6133,122.4236,464.3,laverton aero,94449,TMIN,1991,2023
ASN00012305,-28.6133,122.4236,464.3,laverton aero,94449,PRCP,1994,2023
ASN00012306,-33.5239,122.9469,140,sparkle hill,NA,PRCP,1992,2023
ASN00012308,-33.3356,122.0697,180,mount ridley,NA,PRCP,1992,2023
ASN00012311,-33.4656,122.3972,160,hill plains,NA,PRCP,1992,2023
ASN00012312,-33.5906,122.4519,150,katta barega,NA,PRCP,1963,2023
ASN00012314,-27.8386,120.7031,497,leinster aero,95448,TMAX,1994,2023
ASN00012314,-27.8386,120.7031,497,leinster aero,95448,TMIN,1994,2023
ASN00012314,-27.8386,120.7031,497,leinster aero,95448,PRCP,1994,2023
ASN00012318,-29.3494,120.4006,400,walling rock,NA,PRCP,1995,2021
ASN00012320,-31.2353,119.3564,347.4,southern cross airfield,95634,TMAX,1996,2023
ASN00012320,-31.2353,119.3564,347.4,southern cross airfield,95634,TMIN,1996,2023
ASN00012320,-31.2353,119.3564,347.4,southern cross airfield,95634,PRCP,1996,2023
ASN00013002,-25.2661,122.0433,480,glen-ayle,NA,PRCP,1950,2022
ASN00013005,-26.2225,121.5561,550,lorna glen,NA,PRCP,1939,2023
ASN00013006,-26.4006,120.9539,550,millrose,NA,PRCP,1929,2023
ASN00013011,-26.1317,126.5839,459,warburton airfield,94457,TMAX,1969,2023
ASN00013011,-26.1317,126.5839,459,warburton airfield,94457,TMIN,1969,2023
ASN00013011,-26.1317,126.5839,459,warburton airfield,94457,PRCP,1940,2023
ASN00013014,-25.8181,120.1706,600,cunyu shearing shed,NA,PRCP,1910,2021
ASN00013014,-25.8181,120.1706,600,cunyu shearing shed,NA,DAPR,1910,2021
ASN00013014,-25.8181,120.1706,600,cunyu shearing shed,NA,DWPR,1910,2021
ASN00013014,-25.8181,120.1706,600,cunyu shearing shed,NA,MDPR,1910,2021
ASN00013015,-25.7964,122.9753,448,carnegie,94451,TMAX,1988,2023
ASN00013015,-25.7964,122.9753,448,carnegie,94451,TMIN,1988,2023
ASN00013015,-25.7964,122.9753,448,carnegie,94451,PRCP,1942,2023
ASN00013015,-25.7964,122.9753,448,carnegie,94451,DAPR,1982,2023
ASN00013015,-25.7964,122.9753,448,carnegie,94451,DATN,1989,2023
ASN00013015,-25.7964,122.9753,448,carnegie,94451,DATX,1989,2022
ASN00013015,-25.7964,122.9753,448,carnegie,94451,MDPR,1982,2023
ASN00013015,-25.7964,122.9753,448,carnegie,94451,MDTN,1989,2023
ASN00013015,-25.7964,122.9753,448,carnegie,94451,MDTX,1989,2022
ASN00013017,-25.0341,128.301,598,giles meteorological office,94461,TMAX,1956,2023
ASN00013017,-25.0341,128.301,598,giles meteorological office,94461,TMIN,1956,2023
ASN00013017,-25.0341,128.301,598,giles meteorological office,94461,PRCP,1956,2023
ASN00013017,-25.0341,128.301,598,giles meteorological office,94461,TAVG,1956,2023
ASN00013018,-26.1208,121.9403,500,wongawol,NA,PRCP,1966,2023
ASN00013024,-26.5172,122.8078,500,prenti downs,NA,PRCP,1970,2023
ASN00013024,-26.5172,122.8078,500,prenti downs,NA,DAPR,1978,2022
ASN00013024,-26.5172,122.8078,500,prenti downs,NA,DWPR,1978,2022
ASN00013024,-26.5172,122.8078,500,prenti downs,NA,MDPR,1978,2022
ASN00013030,-21.7125,122.2281,291.9,telfer aero,94319,TMAX,1974,2023
ASN00013030,-21.7125,122.2281,291.9,telfer aero,94319,TMIN,1974,2023
ASN00013030,-21.7125,122.2281,291.9,telfer aero,94319,PRCP,1974,2023
ASN00013032,-25.6361,121.3533,500,granite peak,NA,PRCP,1980,2023
ASN00013032,-25.6361,121.3533,500,granite peak,NA,DAPR,1985,2022
ASN00013032,-25.6361,121.3533,500,granite peak,NA,DWPR,1985,2022
ASN00013032,-25.6361,121.3533,500,granite peak,NA,MDPR,1985,2022
ASN00013034,-27.0336,120.9233,450,barwidgee,NA,PRCP,1988,2023
ASN00013035,-27.0336,122.4439,450,deleta station,NA,PRCP,1992,2023
ASN00013038,-25.7069,120.3478,600,cunyu,NA,PRCP,1996,2023
ASN00013039,-26.5994,120.3417,502,packsaddle farm,NA,PRCP,1995,2020
ASN00013040,-27.1542,124.57470000000001,450,tjukayirla,NA,PRCP,1994,2023
ASN00013040,-27.1542,124.57470000000001,450,tjukayirla,NA,DAPR,1999,2021
ASN00013040,-27.1542,124.57470000000001,450,tjukayirla,NA,DWPR,1999,2021
ASN00013040,-27.1542,124.57470000000001,450,tjukayirla,NA,MDPR,1999,2021
ASN00014013,-12.81,130.4576,23,geriatric park,NA,PRCP,1997,2023
ASN00014015,-12.4239,130.8925,30.4,darwin airport,94120,TMAX,1941,2023
ASN00014015,-12.4239,130.8925,30.4,darwin airport,94120,TMIN,1941,2023
ASN00014015,-12.4239,130.8925,30.4,darwin airport,94120,PRCP,1941,2023
ASN00014021,-13.1137,130.7981,82,buley rockhole,NA,PRCP,1999,2023
ASN00014040,-12.4227,130.8844,30,darwin airport comparison,94120,TMAX,1954,2023
ASN00014040,-12.4227,130.8844,30,darwin airport comparison,94120,TMIN,1954,2023
ASN00014040,-12.4227,130.8844,30,darwin airport comparison,94120,PRCP,1948,2023
ASN00014040,-12.4227,130.8844,30,darwin airport comparison,94120,TAVG,1941,2023
ASN00014041,-12.605,131.2988,14.1,middle point aws,95121,TMAX,2001,2023
ASN00014041,-12.605,131.2988,14.1,middle point aws,95121,TMIN,2001,2023
ASN00014041,-12.605,131.2988,14.1,middle point aws,95121,PRCP,2001,2023
ASN00014048,-12.2248,131.0923,12,leaders creek,NA,PRCP,2002,2023
ASN00014049,-12.4353,130.8374,12,darwin bowls club,NA,PRCP,2002,2021
ASN00014050,-12.4706,130.8455,5,fort hill wharf,NA,PRCP,2002,2023
ASN00014050,-12.4706,130.8455,5,fort hill wharf,NA,DAPR,2003,2023
ASN00014050,-12.4706,130.8455,5,fort hill wharf,NA,DWPR,2003,2023
ASN00014050,-12.4706,130.8455,5,fort hill wharf,NA,MDPR,2003,2023
ASN00014055,-13.481,131.1173,206,upper adelaide river,NA,PRCP,2003,2023
ASN00014059,-14.0829,131.8099,203,foelsche headland,NA,PRCP,2003,2023
ASN00014062,-14.1435,132.1925,242,edith falls ridge,NA,PRCP,2003,2023
ASN00014090,-12.5781,131.3145,10,middle point,NA,PRCP,1957,2022
ASN00014092,-13.2373,131.1042,52.5,adelaide river post office,NA,PRCP,1956,2023
ASN00014092,-13.2373,131.1042,52.5,adelaide river post office,NA,DAPR,1968,2021
ASN00014092,-13.2373,131.1042,52.5,adelaide river post office,NA,DWPR,1968,2021
ASN00014092,-13.2373,131.1042,52.5,adelaide river post office,NA,MDPR,1968,2021
ASN00014112,-12.3786,130.8469,7,nightcliff pool,NA,PRCP,1962,2023
ASN00014112,-12.3786,130.8469,7,nightcliff pool,NA,DAPR,1965,2021
ASN00014112,-12.3786,130.8469,7,nightcliff pool,NA,DWPR,1965,2021
ASN00014112,-12.3786,130.8469,7,nightcliff pool,NA,MDPR,1965,2021
ASN00014116,-12.4429,130.9325,35,berrimah research farm,NA,PRCP,1963,2022
ASN00014116,-12.4429,130.9325,35,berrimah research farm,NA,DAPR,1963,2022
ASN00014116,-12.4429,130.9325,35,berrimah research farm,NA,DWPR,1963,2022
ASN00014116,-12.4429,130.9325,35,berrimah research farm,NA,MDPR,1963,2022
ASN00014142,-11.4022,130.4217,18.3,pirlangimpi,94119,TMAX,1979,2023
ASN00014142,-11.4022,130.4217,18.3,pirlangimpi,94119,TMIN,1979,2023
ASN00014142,-11.4022,130.4217,18.3,pirlangimpi,94119,PRCP,1963,2023
ASN00014143,-12.8003,131.0507,51,majestic orchids,NA,PRCP,2005,2023
ASN00014143,-12.8003,131.0507,51,majestic orchids,NA,DAPR,2005,2023
ASN00014143,-12.8003,131.0507,51,majestic orchids,NA,DWPR,2005,2023
ASN00014143,-12.8003,131.0507,51,majestic orchids,NA,MDPR,2005,2023
ASN00014144,-12.3962,130.8785,16,marrara,NA,PRCP,2005,2023
ASN00014149,-12.4558,131.0505,34,howard springs,NA,PRCP,1964,2023
ASN00014149,-12.4558,131.0505,34,howard springs,NA,DAPR,1969,2020
ASN00014149,-12.4558,131.0505,34,howard springs,NA,DWPR,1969,2020
ASN00014149,-12.4558,131.0505,34,howard springs,NA,MDPR,1969,2020
ASN00014153,-11.1538,132.143,5,black point,94134,TMAX,1990,2022
ASN00014153,-11.1538,132.143,5,black point,94134,TMIN,1990,2022
