TRA Online

"Domestic Overnight Trips"
"Calendar year, Month returned from trip, State and Stopover reason by Summation Options"
"Counting: Overnight trips (000), Sample"

,,,"Summation Options","Overnight trips (000)","Sample",
"Calendar year","Month returned from trip","State","Stopover reason",
"2014","January","1","1",1603.1647348,624,
,,,"101",1447.1245844,565,
,,,"104",17.6726847,6,
,,,"106",29.5456708,11,
,,,"107",99.0766481,38,
,,,"110",0,0,
,,,"112",1.8639782,1,
,,,"113",7.8811685,3,
,,,"114",0,0,
,,,"2",1098.3257297,498,
,,,"201",838.9842387,378,
,,,"202",286.7903912,131,
,,,"3",285.7795644,88,
,,,"301",254.3735853,77,
,,,"303",8.7446886,3,
,,,"304",3.9914042,3,
,,,"305",18.6698863,5,
,,,"6",124.8318025,54,
,,,"401",7.5635076,3,
,,,"501",16.3077149,3,
,,,"604",29.0092872,14,
,,,"607",16.5875126,10,
,,,"608",19.6821521,11,
,,,"610",33.9464779,12,
,,,"600",1.7351501,1,
,,,"7",0,0,
,,,"701",0,0,
,,,"8",36.9275187,18,
,,,"801",36.9275187,18,
,,,"9",3.1637563,1,
,,,"901",3.1637563,1,
,,,"999",0,0,
,,"110","1",278.6733442,120,
,,,"101",209.2633383,94,
,,,"104",9.5624849,3,
,,,"106",13.572639,5,
,,,"107",44.4109038,17,
,,,"110",0,0,
,,,"112",1.8639782,1,
,,,"113",0,0,
,,,"114",0,0,
,,,"2",371.3294464,158,
,,,"201",281.1856681,120,
,,,"202",91.9800161,39,
,,,"3",105.8618322,38,
,,,"301",89.3898784,32,
,,,"303",5.0479706,2,
,,,"304",3.0815024,2,
,,,"305",8.3424808,2,
,,,"6",48.0726833,23,
,,,"401",4.5048034,2,
,,,"501",0,0,
,,,"604",25.2977302,11,
,,,"607",5.8879584,4,
,,,"608",2.1954885,2,
,,,"610",10.1867027,4,
,,,"600",0,0,
,,,"7",0,0,
,,,"701",0,0,
,,,"8",2.8756747,1,
,,,"801",2.8756747,1,
,,,"9",0,0,
,,,"901",0,0,
,,,"999",0,0,
,,"11290","1",0,0,
,,,"101",0,0,
,,,"104",0,0,
,,,"106",0,0,
,,,"107",0,0,
,,,"110",0,0,
,,,"112",0,0,
,,,"113",0,0,
,,,"114",0,0,
,,,"2",0,0,
,,,"201",0,0,
,,,"202",0,0,
,,,"3",1.0145887,1,
,,,"301",1.0145887,1,
,,,"303",0,0,
,,,"304",0,0,
,,,"305",0,0,
,,,"6",1.0392544,1,
,,,"401",0,0,
,,,"501",0,0,
,,,"604",0,0,
,,,"607",0,0,
,,,"608",1.0392544,1,
,,,"610",0,0,
,,,"600",0,0,
,,,"7",0,0,
,,,"701",0,0,
,,,"8",0,0,
,,,"801",0,0,
,,,"9",0,0,
,,,"901",0,0,
,,,"999",0,0,
,,"11291","1",0,0,
,,,"101",0,0,
,,,"104",0,0,
,,,"106",0,0,
,,,"107",0,0,
,,,"110",0,0,
,,,"112",0,0,
,,,"113",0,0,
,,,"114",0,0,
,,,"2",0,0,
,,,"201",0,0,
,,,"202",0,0,
,,,"3",0,0,
,,,"301",0,0,
,,,"303",0,0,
,,,"304",0,0,
,,,"305",0,0,
,,,"6",0,0,
,,,"401",0,0,
,,,"501",0,0,
,,,"604",0,0,
,,,"607",0,0,
,,,"608",0,0,
,,,"610",0,0,
,,,"600",0,0,
,,,"7",0,0,
,,,"701",0,0,
,,,"8",0,0,
,,,"801",0,0,
,,,"9",0,0,
,,,"901",0,0,
,,,"999",0,0,
,,"11294","1",0,0,
,,,"101",0,0,
,,,"104",0,0,
,,,"106",0,0,
,,,"107",0,0,
,,,"110",0,0,
,,,"112",0,0,
,,,"113",0,0,
,,,"114",0,0,
,,,"2",0,0,
,,,"201",0,0,
,,,"202",0,0,
,,,"3",0,0,
,,,"301",0,0,
,,,"303",0,0,
,,,"304",0,0,
,,,"305",0,0,
,,,"6",0,0,
,,,"401",0,0,
,,,"501",0,0,
,,,"604",0,0,
,,,"607",0,0,
,,,"608",0,0,
,,,"610",0,0,
,,,"600",0,0,
,,,"7",0,0,
,,,"701",0,0,
,,,"8",0,0,
,,,"801",0,0,
,,,"9",0,0,
,,,"901",0,0,
,,,"999",0,0,
,,"11296","1",0,0,
,,,"101",0,0,
,,,"104",0,0,
,,,"106",0,0,
,,,"107",0,0,
