TRA Online

"Domestic Overnight Trips"
"Calendar year, Month returned from trip, Stopover state/region/SA2 and Stopover activity by Summation Options"
"Counting: Overnight trips (000), Sample"

,,,"Summation Options","Overnight trips (000)","Sample",
"Calendar year","Month returned from trip","Stopover state/region/SA2","Stopover activity",
"2014","January","11290","1",0,0,
,,,"2",0,0,
,,,"3",1.0145887,1,
,,,"5",1.0392544,1,
,,,"6",1.0392544,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11291","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11294","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11296","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",1.9844012,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11297","1",8.6696922,3,
,,,"2",8.6696922,3,
,,,"3",0,0,
,,,"5",3.1251695,2,
,,,"6",13.6592369,5,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11298","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11299","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11300","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",1.3133103,1,
,,,"6",7.5318637,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11301","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11303","1",0,0,
,,,"2",2.8587536,1,
,,,"3",0,0,
,,,"5",3.3917877,1,
,,,"6",12.7698965,4,
,,,"9",0,0,
,,,"7",1.5296488,1,
,,,"8",0,0,
,,"11304","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0.4653994,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11306","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11307","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11309","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11313","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11314","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11315","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11316","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11317","1",3.3963206,1,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",3.3963206,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11318","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11319","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11320","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11321","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11323","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11324","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11325","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",2.6037224,1,
,,,"8",0,0,
,,"11327","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",1.384452,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11328","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11329","1",0,0,
,,,"2",0,0,
,,,"3",1.3117011,1,
,,,"5",0,0,
,,,"6",5.9054983,2,
,,,"9",0,0,
,,,"7",1.3117011,1,
,,,"8",0,0,
,,"11330","1",0,0,
,,,"2",2.8033657,1,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",2.8033657,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11331","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",2.1649978,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11333","1",12.3137763,4,
,,,"2",0,0,
,,,"3",5.4008146,3,
,,,"5",3.7589781,2,
,,,"6",16.4479962,7,
,,,"9",1.2461917,1,
,,,"7",0,0,
,,,"8",0,0,
,,"11336","1",1.2092701,1,
,,,"2",0,0,
,,,"3",1.2092701,1,
,,,"5",0,0,
,,,"6",2.8869594,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11339","1",4.3767962,2,
,,,"2",0.6323316,1,
,,,"3",0,0,
,,,"5",0.6323316,1,
,,,"6",6.263393,3,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11340","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11341","1",2.0585917,2,
,,,"2",1.2896694,1,
,,,"3",1.2896694,1,
,,,"5",1.2896694,1,
,,,"6",4.247188,4,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11342","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11344","1",1.7260304,1,
,,,"2",0,0,
,,,"3",1.7260304,1,
,,,"5",1.7260304,1,
,,,"6",1.7260304,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11345","1",2.4425666,1,
,,,"2",0,0,
,,,"3",2.4425666,1,
,,,"5",2.4425666,1,
,,,"6",2.4425666,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11346","1",1.5065213,1,
,,,"2",0,0,
,,,"3",1.5065213,1,
,,,"5",0,0,
,,,"6",1.5065213,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11347","1",1.7779392,1,
,,,"2",0,0,
,,,"3",1.7779392,1,
,,,"5",0,0,
,,,"6",1.7779392,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11354","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11355","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",8.4319859,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11356","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11358","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11360","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11361","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11362","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11366","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11367","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11370","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",1.0928683,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11371","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11372","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11373","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11374","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11377","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11378","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11379","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",2.8769922,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11380","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11381","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0.4208849,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11382","1",1.2767238,1,
,,,"2",1.2767238,1,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",3.1214706,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11383","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11385","1",4.7615265,3,
,,,"2",1.8614436,1,
,,,"3",1.4516229,1,
,,,"5",1.4516229,1,
,,,"6",4.7615265,3,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11386","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11387","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0.7545701,1,
,,,"6",18.2668038,4,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11389","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",2.8598586,1,
,,,"6",4.9119262,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11392","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11393","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",2.4933028,3,
,,,"9",1.5588816,1,
,,,"7",0,0,
,,,"8",0,0,
,,"11394","1",0,0,
,,,"2",5.5918574,1,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",11.719325,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11395","1",1.8368393,1,
,,,"2",1.8368393,1,
,,,"3",1.8368393,1,
,,,"5",0,0,
,,,"6",1.8368393,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11396","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11399","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11401","1",2.7481168,2,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",2.7481168,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11403","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11404","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",1.8982251,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11406","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",5.6352982,3,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11407","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11408","1",0,0,
,,,"2",0,0,
,,,"3",0.7625225,1,
,,,"5",0,0,
,,,"6",0.7625225,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11409","1",3.1660822,1,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",3.1660822,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11410","1",10.2641335,3,
,,,"2",9.1650361,2,
,,,"3",3.1660822,1,
,,,"5",3.1660822,1,
,,,"6",10.2641335,3,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11411","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11412","1",6.1146291,2,
,,,"2",0,0,
,,,"3",1.4331809,1,
,,,"5",0,0,
,,,"6",6.1146291,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11413","1",1.4344555,1,
,,,"2",0,0,
,,,"3",1.4344555,1,
,,,"5",1.4344555,1,
,,,"6",1.4344555,1,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11414","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11416","1",0,0,
,,,"2",0,0,
,,,"3",2.4371303,1,
,,,"5",4.6021281,2,
,,,"6",4.6021281,2,
,,,"9",0,0,
,,,"7",4.1534159,1,
,,,"8",0,0,
,,"11417","1",5.0516435,5,
,,,"2",3.1139385,1,
,,,"3",2.6864652,2,
,,,"5",8.9981409,4,
,,,"6",18.3848485,10,
,,,"9",0,0,
,,,"7",1.6158543,1,
,,,"8",0,0,
,,"11418","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11419","1",4.7417118,2,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",3.2917341,1,
,,,"6",4.7417118,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11420","1",2.9498334,3,
,,,"2",2.7409551,2,
,,,"3",0.7545701,1,
,,,"5",2.9320044,2,
,,,"6",3.7044035,4,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11421","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",0,0,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11422","1",2.6060475,2,
,,,"2",1.3206656,1,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",4.0648169,2,
,,,"9",0,0,
,,,"7",0,0,
,,,"8",0,0,
,,"11424","1",0,0,
,,,"2",0,0,
,,,"3",0,0,
,,,"5",0,0,
,,,"6",2.2306287,1,
