TRA Online

"Domestic Overnight Trips"
"Calendar year, Month returned from trip, State and Stopover reason by Summation Options"
"Counting: Overnight trips (000), Sample"

,,,"Summation Options","Overnight trips (000)","Sample",
"Calendar year","Month returned from trip","State","Stopover reason",
"2016","January","1","1",1596.4420968,656,
,,,"101",1488.071098,609,
,,,"104",22.4334835,7,
,,,"106",19.9951744,9,
,,,"107",65.7846775,31,
,,,"110",0,0,
,,,"112",0,0,
,,,"113",1.7354822,1,
,,,"114",0,0,
,,,"2",1043.2020231,436,
,,,"201",763.2652787,327,
,,,"202",283.3104898,112,
,,,"3",229.2636671,77,
,,,"301",214.3864906,71,
,,,"303",9.3755559,3,
,,,"304",2.1216804,1,
,,,"305",3.3799402,2,
,,,"6",121.8762831,45,
,,,"401",0,0,
,,,"501",3.4560138,2,
,,,"604",33.8704847,13,
,,,"607",28.5222778,9,
,,,"608",29.1104323,11,
,,,"610",26.9170745,10,
,,,"600",0,0,
,,,"7",0,0,
,,,"701",0,0,
,,,"8",58.8797101,23,
,,,"801",58.8797101,23,
,,,"9",0,0,
,,,"901",0,0,
,,,"999",0,0,
,,"110","1",286.0568566,116,
,,,"101",249.5959095,97,
,,,"104",0,0,
,,,"106",11.2317582,5,
,,,"107",25.2291889,14,
,,,"110",0,0,
,,,"112",0,0,
,,,"113",0,0,
,,,"114",0,0,
,,,"2",341.8223337,147,
,,,"201",253.8285136,108,
,,,"202",87.9938201,39,
,,,"3",114.3330687,40,
,,,"301",107.173655,37,
,,,"303",5.4694436,2,
,,,"304",0,0,
,,,"305",1.6899701,1,
,,,"6",27.6566119,11,
,,,"401",0,0,
,,,"501",1.3094753,1,
,,,"604",13.0373445,5,
,,,"607",1.3890569,1,
,,,"608",6.3978852,2,
,,,"610",5.52285,2,
,,,"600",0,0,
,,,"7",0,0,
,,,"701",0,0,
,,,"8",13.1121297,3,
,,,"801",13.1121297,3,
,,,"9",0,0,
,,,"901",0,0,
,,,"999",0,0,
,,"11290","1",0,0,
,,,"101",0,0,
,,,"104",0,0,
,,,"106",0,0,
,,,"107",0,0,
,,,"110",0,0,
,,,"112",0,0,
,,,"113",0,0,
,,,"114",0,0,
,,,"2",5.1598408,2,
,,,"201",5.1598408,2,
,,,"202",0,0,
,,,"3",3.6824528,1,
,,,"301",3.6824528,1,
,,,"303",0,0,
,,,"304",0,0,
,,,"305",0,0,
,,,"6",0,0,
,,,"401",0,0,
,,,"501",0,0,
,,,"604",0,0,
,,,"607",0,0,
,,,"608",0,0,
,,,"610",0,0,
,,,"600",0,0,
,,,"7",0,0,
,,,"701",0,0,
,,,"8",0,0,
,,,"801",0,0,
,,,"9",0,0,
,,,"901",0,0,
,,,"999",0,0,
,,"11291","1",3.5486232,1,
,,,"101",0,0,
,,,"104",0,0,
,,,"106",0,0,
,,,"107",3.5486232,1,
,,,"110",0,0,
,,,"112",0,0,
,,,"113",0,0,
,,,"114",0,0,
,,,"2",0,0,
,,,"201",0,0,
,,,"202",0,0,
,,,"3",0,0,
,,,"301",0,0,
,,,"303",0,0,
,,,"304",0,0,
,,,"305",0,0,
,,,"6",0,0,
,,,"401",0,0,
,,,"501",0,0,
,,,"604",0,0,
,,,"607",0,0,
,,,"608",0,0,
,,,"610",0,0,
,,,"600",0,0,
,,,"7",0,0,
,,,"701",0,0,
,,,"8",0,0,
,,,"801",0,0,
,,,"9",0,0,
,,,"901",0,0,
,,,"999",0,0,
,,"11294","1",0,0,
,,,"101",0,0,
,,,"104",0,0,
,,,"106",0,0,
,,,"107",0,0,
,,,"110",0,0,
,,,"112",0,0,
,,,"113",0,0,
,,,"114",0,0,
,,,"2",1.8604625,1,
,,,"201",0,0,
