year,month,sa2_code_tra,stop_activity,trips,n_sample
2014,January,11066,2,11.975499600000003,2
2014,January,11066,6,21.8073765,3
2014,January,11067,3,3.0534936,2
2014,January,11067,5,2.2597819,1
2014,January,11067,6,9.688127199999998,5
2014,January,11067,7,1.9864124,1
2014,January,11068,1,0.58672,1
2014,January,11068,3,0.58672,1
2014,January,11068,5,0.58672,1
2014,January,11068,6,0.58672,1
2014,January,11069,6,3.0290945000000002,2
2014,January,11069,7,4.562611499999999,2
2014,January,11070,2,2.3145472,2
2014,January,11070,6,5.8769385,3
2014,January,11072,6,3.4401485,2
2014,January,11072,7,2.6598830999999996,2
2014,January,11074,1,3.2143167000000004,1
2014,January,11076,1,0.8575735,1
2014,January,11076,3,0.8575735,1
2014,January,11076,5,0.8575735,1
2014,January,11076,6,2.6467853999999997,2
2014,January,11077,1,6.057976599999999,3
2014,January,11077,5,1.9280729,1
2014,January,11077,6,12.074811699999998,8
2014,January,11077,7,0.4648491,1
2014,January,11079,6,5.544993999999999,1
2014,January,11080,1,0.15154540000000005,1
2014,January,11080,2,3.3678508,1
2014,January,11080,6,3.5193962,2
2014,January,11080,7,1.9324846999999998,1
2014,January,11081,1,4.8593547,3
2014,January,11081,2,4.104784599999999,2
2014,January,11081,6,2.5515665999999997,2
2014,January,11082,1,47.1649594,15
2014,January,11082,2,34.4113001,10
2014,January,11082,3,2.7683035000000005,1
2014,January,11082,5,13.0807282,4
2014,January,11082,6,54.999588200000005,19
2014,January,11083,1,2.6266205,1
2014,January,11083,3,2.6266205,1
2014,January,11083,5,2.6266205,1
2014,January,11083,6,2.6266205,1
2014,January,11085,1,50.6638194,17
2014,January,11085,2,38.9687276,13
2014,January,11085,3,13.170893099999999,5
2014,January,11085,5,13.7952678,5
2014,January,11085,6,78.37933979999998,33
2014,January,11085,7,8.922083500000001,5
2014,January,11087,1,3.7385249000000003,2
2014,January,11087,2,0.3358819,1
2014,January,11087,3,3.4026429999999994,1
2014,January,11087,6,5.8170337,3
2014,January,11088,1,3.5114117,2
2014,January,11088,3,1.4357050999999998,1
2014,January,11088,5,1.4357050999999998,1
2014,January,11088,6,3.5114117,2
2014,January,11089,1,4.7112359,2
2014,January,11089,2,3.5074915000000004,1
2014,January,11089,6,4.7112359,2
2014,January,11089,7,1.3400823000000002,1
2014,January,11090,1,7.0951039,3
2014,January,11090,2,3.3849573,1
2014,January,11090,3,2.4712602999999995,1
2014,January,11090,5,2.4712602999999995,1
2014,January,11090,6,8.406543200000002,4
2014,January,11091,1,4.9600373,4
2014,January,11091,2,5.367454499999998,3
2014,January,11091,3,3.5060108999999997,2
2014,January,11091,6,7.711478100000001,5
2014,January,11092,6,4.0446392,2
2014,January,11092,7,1.2880995999999998,1
2014,January,11093,6,5.2612372,1
2014,January,11097,6,1.0471145999999998,2
2014,January,11097,7,0.5196272000000001,1
2014,January,11098,2,3.2722415999999996,1
2014,January,11098,6,5.4268804,2
2014,January,11098,7,0.5196272000000001,1
2014,January,11099,6,9.238215499999997,4
2014,January,11099,7,2.3050102999999997,2
2014,January,11100,1,1.2272154,1
2014,January,11100,3,5.0499705,3
2014,January,11100,5,3.2607586,2
2014,January,11100,6,15.247282299999998,10
2014,January,11100,7,2.2523557999999997,1
2014,January,11104,6,3.6932197,2
2014,January,11105,7,5.2612372,1
2014,January,11106,1,3.001538,1
2014,January,11106,2,3.001538,1
2014,January,11106,6,3.001538,1
2014,January,11107,1,8.842639000000002,4
2014,January,11107,2,8.215786300000001,2
2014,January,11107,3,3.1886638,1
2014,January,11107,5,22.3125283,8
2014,January,11107,6,23.5979102,9
2014,January,11107,7,0.6566551,1
2014,January,11108,1,1.2021931,1
2014,January,11108,5,4.629925999999999,1
2014,January,11108,6,10.462045100000001,3
2014,January,11109,2,4.547239,1
2014,January,11109,5,4.547239,1
2014,January,11109,6,4.547239,1
2014,January,11110,1,6.2208236,3
2014,January,11110,2,7.6195083,4
2014,January,11110,3,1.5588815999999999,1
2014,January,11110,5,3.3715303999999997,1
2014,January,11110,6,8.7650619,6
2014,January,11112,1,17.013748999999997,3
2014,January,11112,2,8.9025511,2
2014,January,11112,3,9.257913299999998,1
2014,January,11112,5,6.313508799999999,1
2014,January,11112,6,38.9522222,8
2014,January,11112,7,1.7261115,1
2014,January,11113,1,4.2961952,2
2014,January,11113,2,3.0510223999999995,1
2014,January,11113,3,2.2647645000000005,1
2014,January,11113,5,2.2647645000000005,1
2014,January,11113,6,3.5099373000000003,2
2014,January,11113,9,1.7351501,1
2014,January,11114,2,3.2917341,1
2014,January,11114,3,2.9794359999999998,1
2014,January,11114,5,7.0783640000000005,3
2014,January,11114,6,14.5643399,6
2014,January,11119,1,10.227829999999999,3
2014,January,11119,2,10.227829999999999,3
2014,January,11119,3,6.016666300000001,1
2014,January,11119,5,6.016666300000001,1
2014,January,11119,6,10.227829999999999,3
2014,January,11120,1,17.871948400000004,9
2014,January,11120,2,6.476165900000001,2
2014,January,11120,5,8.404160899999999,4
2014,January,11120,6,19.1852586,10
2014,January,11121,1,33.22844510000001,11
2014,January,11121,2,26.984082299999997,8
2014,January,11121,3,9.7458402,2
2014,January,11121,5,6.3316617000000015,3
2014,January,11121,6,44.758211,14
2014,January,11124,1,17.705622799999993,5
2014,January,11124,2,18.993722299999995,6
2014,January,11124,6,16.153826100000003,6
2014,January,11126,2,2.0101234,1
2014,January,11126,6,5.5341685,3
2014,January,11128,2,1.5255111999999997,1
2014,January,11128,6,1.5255111999999997,1
2014,January,11129,6,4.388978799999999,1
2014,January,11131,1,0.6605534999999998,1
2014,January,11131,5,0.6605534999999998,1
2014,January,11131,6,0.6605534999999998,1
2014,January,11136,2,1.1218574000000001,1
2014,January,11136,6,1.1218574000000001,1
2014,January,11138,1,10.062599800000003,5
2014,January,11138,2,4.7644227,2
2014,January,11138,5,3.5213058,3
2014,January,11138,6,12.026255899999999,7
2014,January,11140,1,8.651686000000002,3
2014,January,11140,2,4.0841489,2
2014,January,11140,6,9.5692526,4
2014,January,11141,1,10.231773099999996,5
2014,January,11141,2,5.1440842999999985,2
2014,January,11141,3,2.7673234000000004,1
2014,January,11141,5,3.3541875,2
2014,January,11141,6,10.231773099999996,5
2014,January,11141,7,2.0499196,1
2014,January,11144,1,0.6889568999999999,1
2014,January,11144,6,0.6889568999999999,1
2014,January,11145,1,0.7878771999999999,1
2014,January,11145,2,3.1816457,2
2014,January,11145,5,0.7878771999999999,1
2014,January,11145,6,3.1816457,2
2014,January,11147,1,6.2775244,1
2014,January,11147,2,2.4541812000000003,1
2014,January,11147,5,2.4541812000000003,1
2014,January,11147,6,8.731705699999997,2
2014,January,11148,1,5.3844674,4
2014,January,11148,5,2.3507945,1
2014,January,11148,6,2.3507945,1
2014,January,11150,1,5.236449600000001,2
2014,January,11150,2,5.236449600000001,2
2014,January,11150,6,5.236449600000001,2
2014,January,11151,1,19.261934,4
2014,January,11151,2,15.417694800000001,3
2014,January,11151,5,2.9276233,1
2014,January,11151,6,21.0675507,5
2014,January,11151,9,3.8442392,1
2014,January,11152,1,30.432510199999996,11
2014,January,11152,2,17.904675100000002,9
2014,January,11152,3,1.2259047999999997,1
2014,January,11152,5,4.2735385,2
2014,January,11152,6,36.025273600000006,18
2014,January,11153,1,27.6028429,11
2014,January,11153,2,19.8350595,9
2014,January,11153,3,4.290748600000001,2
2014,January,11153,5,3.2504155,1
2014,January,11153,6,26.446444599999996,12
2014,January,11154,1,7.7127007999999995,2
2014,January,11154,2,11.133636500000001,3
2014,January,11154,5,3.3788134999999997,1
2014,January,11154,6,7.7127007999999995,2
2014,January,11155,1,2.3382319999999996,1
2014,January,11155,3,2.3382319999999996,1
2014,January,11155,5,2.3382319999999996,1
2014,January,11155,6,2.3382319999999996,1
2014,January,11156,1,5.2765962,2
2014,January,11156,2,3.7177146000000003,1
2014,January,11156,5,3.7177146000000003,1
2014,January,11156,6,5.2765962,2
2014,January,11157,1,3.7952090999999997,1
2014,January,11157,2,3.7952090999999997,1
2014,January,11157,5,0.8056874,1
2014,January,11157,6,4.600896499999999,2
2014,January,11157,7,1.7556569,1
2014,January,11158,1,8.759111399999998,4
2014,January,11158,2,4.521404799999999,2
2014,January,11158,3,6.286076400000001,1
2014,January,11158,5,3.7952090999999997,1
2014,January,11158,6,14.736673099999997,5
2014,January,11160,1,29.8922548,8
2014,January,11160,2,25.7388389,7
2014,January,11160,3,5.814818199999999,2
2014,January,11160,5,10.1848405,3
2014,January,11160,6,29.8922548,8
2014,January,11161,1,2.3782551999999995,2
2014,January,11161,2,2.3782551999999995,2
2014,January,11161,3,1.3400823000000002,1
2014,January,11161,5,1.3400823000000002,1
2014,January,11161,6,1.3400823000000002,1
2014,January,11162,1,6.416984199999999,2
2014,January,11162,2,9.1191978,2
2014,January,11162,3,2.5880225,1
2014,January,11162,5,2.5880225,1
2014,January,11162,6,11.707220399999997,3
2014,January,11165,1,1.5177863999999999,1
2014,January,11165,3,1.5177863999999999,1
2014,January,11165,6,1.5177863999999999,1
2014,January,11166,1,1.3400823000000002,1
2014,January,11166,6,1.3400823000000002,1
2014,January,11167,1,5.1094714,2
2014,January,11167,2,12.086956500000001,4
2014,January,11167,6,9.892467100000001,3
2014,January,11167,7,7.5406838,1
2014,January,11168,1,4.131367700000001,2
2014,January,11168,2,14.008005399999998,4
2014,January,11168,3,6.9233645,1
2014,January,11168,6,15.1032064,5
2014,January,11169,1,12.2866364,3
2014,January,11169,6,13.151721399999998,9
2014,January,11169,7,3.355878099999999,2
2014,January,11170,1,9.591023599999998,5
2014,January,11170,2,5.3250272999999995,4
2014,January,11170,5,4.3936392,2
2014,January,11170,6,12.328028399999997,8
2014,January,11170,7,2.9328978999999995,1
2014,January,11171,1,2.6266205,1
2014,January,11171,6,2.6266205,1
2014,January,11172,6,0.9607481,1
2014,January,11174,1,7.6030744,4
2014,January,11174,2,4.358655,2
2014,January,11174,5,0.42536120000000005,1
2014,January,11174,6,30.1235046,19
2014,January,11174,7,3.912849599999999,3
2014,January,11175,1,2.226023,1
2014,January,11175,6,3.7320408999999994,2
2014,January,11177,6,3.2884622,2
2014,January,11178,2,1.820327,1
2014,January,11178,6,1.820327,1
2014,January,11179,7,2.6380528999999995,2
2014,January,11180,1,1.8058950999999999,2
2014,January,11180,2,4.007835199999999,3
2014,January,11180,3,2.7373774,2
2014,January,11180,5,2.7373774,2
2014,January,11180,6,4.007835199999999,3
2014,January,11181,2,5.0566260000000005,4
2014,January,11181,5,3.2761149,2
2014,January,11181,6,6.072322700000001,5
2014,January,11182,2,1.0362132,1
2014,January,11182,6,1.0362132,1
2014,January,11183,1,3.4056846,2
2014,January,11183,2,4.4765592000000005,3
2014,January,11183,6,5.6000536,4
2014,January,11184,2,0.88176,1
2014,January,11184,3,2.0626990999999997,1
2014,January,11184,5,3.9115023999999994,2
2014,January,11184,6,4.793262300000001,3
2014,January,11185,1,11.612343099999999,6
2014,January,11185,2,16.140371000000002,9
2014,January,11185,5,3.9796758999999993,1
2014,January,11185,6,17.2276755,9
2014,January,11186,1,14.375617700000001,6
2014,January,11186,2,9.530659,3
2014,January,11186,3,6.019883999999999,3
2014,January,11186,6,19.8455855,9
2014,January,11186,7,2.4712563999999992,1
2014,January,11186,9,1.9938453999999999,1
2014,January,11188,2,1.8087426,1
2014,January,11188,5,1.8087426,1
2014,January,11188,6,1.8087426,1
2014,January,11189,1,1.4336634999999998,1
2014,January,11189,2,3.6606644,2
2014,January,11189,6,4.666531299999999,2
2014,January,11190,1,0.6440498000000001,1
2014,January,11190,2,0.6440498000000001,1
2014,January,11190,5,5.6708656,1
2014,January,11190,6,6.938960400000001,3
2014,January,11191,6,1.9938453999999999,1
2014,January,11192,3,1.4809696999999997,1
2014,January,11192,6,1.4809696999999997,1
2014,January,11193,1,8.260464200000001,2
2014,January,11193,2,12.4448842,3
2014,January,11193,3,5.388164499999999,2
2014,January,11193,5,5.6153461,1
2014,January,11193,6,13.648628699999996,4
2014,January,11194,6,9.7807812,4
2014,January,11194,7,0.43806220000000007,1
2014,January,11195,1,1.5587159000000002,1
2014,January,11195,5,1.5587159000000002,1
2014,January,11195,6,3.548556,2
2014,January,11195,7,6.9885393,2
2014,January,11197,6,5.5294521,3
2014,January,11198,1,0.7014367999999999,1
2014,January,11198,2,0.7014367999999999,1
2014,January,11198,6,1.2759006999999998,2
2014,January,11199,2,1.6814485000000001,1
2014,January,11199,6,4.538445100000001,3
2014,January,11200,6,1.2037443999999997,1
2014,January,11203,1,19.4474667,7
2014,January,11203,2,12.2891421,6
2014,January,11203,3,49.17617680000001,16
2014,January,11203,5,22.5294933,7
2014,January,11203,6,74.18185229999999,27
2014,January,11203,7,2.0335432,1
2014,January,11204,3,1.0392544,1
2014,January,11204,6,1.0392544,1
2014,January,11206,1,7.2261097,2
2014,January,11206,2,1.3400823000000002,1
2014,January,11206,3,1.3400823000000002,1
2014,January,11206,6,7.8309351,3
2014,January,11212,1,10.012669500000001,4
2014,January,11212,2,2.6451035000000003,2
2014,January,11212,3,4.547239,1
2014,January,11212,6,11.151251699999998,5
2014,January,11216,2,2.7915,1
2014,January,11216,6,2.7915,1
2014,January,11219,1,3.6145412,2
2014,January,11219,2,3.6145412,2
2014,January,11219,6,1.5091401999999998,1
2014,January,11220,2,1.3929022,1
2014,January,11220,6,4.0544066999999995,2
2014,January,11222,1,5.065579799999999,1
2014,January,11222,6,5.065579799999999,1
2014,January,11224,1,1.6158542999999999,1
2014,January,11224,6,1.6158542999999999,1
2014,January,11228,1,2.9511165,1
2014,January,11228,2,2.9511165,1
2014,January,11228,6,2.9511165,1
2014,January,11229,1,60.9537298,23
2014,January,11229,2,19.433014,7
2014,January,11229,3,8.1798307,3
2014,January,11229,5,7.8881779,4
2014,January,11229,6,128.70055029999997,46
2014,January,11229,7,3.0912738999999996,3
2014,January,11232,1,1.6716295999999997,2
2014,January,11232,3,0.8837524,1
2014,January,11232,6,1.6716295999999997,2
2014,January,11236,1,16.7340105,6
2014,January,11236,2,10.7968425,3
2014,January,11236,3,4.667094899999999,2
2014,January,11236,5,4.667094899999999,2
2014,January,11236,6,14.3573441,5
2014,January,11236,7,3.7401167000000006,1
2014,January,11239,1,2.8072345000000003,1
2014,January,11239,2,2.8072345000000003,1
2014,January,11239,3,2.8072345000000003,1
2014,January,11239,6,5.6144691,2
2014,January,11240,1,63.509105700000006,27
2014,January,11240,2,27.4186853,12
2014,January,11240,3,29.1632877,13
2014,January,11240,5,34.1497035,13
2014,January,11240,6,67.0281986,30
2014,January,11240,7,0.7545700999999999,1
2014,January,11241,1,4.0401447,1
2014,January,11241,2,4.0401447,1
2014,January,11241,6,5.7552918,2
2014,January,11242,1,5.7122377,2
2014,January,11242,2,4.1533561,1
2014,January,11242,3,4.1533561,1
2014,January,11242,5,4.1533561,1
2014,January,11242,6,6.751492100000001,3
2014,January,11243,1,1.2037443999999997,1
2014,January,11243,6,2.4641223,2
2014,January,11243,7,1.1112806,1
2014,January,11244,6,5.359220700000001,1
2014,January,11245,1,0.8783066,1
2014,January,11245,6,4.9184514,2
2014,January,11246,6,3.8492748999999997,1
2014,January,11247,1,4.708653300000001,2
2014,January,11247,2,4.708653300000001,2
2014,January,11247,3,5.163308499999999,2
2014,January,11247,6,7.517635199999999,3
2014,January,11248,6,9.596595500000001,4
2014,January,11249,1,3.5499744,1
2014,January,11249,2,7.0999488,2
2014,January,11249,3,3.5499744,1
2014,January,11249,6,3.1048497,1
2014,January,11250,1,6.139179400000001,2
2014,January,11250,2,1.4870858,1
2014,January,11250,3,4.6520936,1
2014,January,11250,5,6.139179400000001,2
2014,January,11250,6,8.4949371,3
2014,January,11251,1,1.9572878,2
2014,January,11251,2,1.2853819,1
2014,January,11251,6,5.700252700000001,5
2014,January,11253,1,15.530271899999997,5
2014,January,11253,2,6.445179100000001,1
2014,January,11253,5,3.7003840000000006,1
2014,January,11253,6,16.284841999999998,6
2014,January,11254,1,5.0526813,3
2014,January,11254,3,0.9160389,1
2014,January,11254,5,1.2037443999999997,1
2014,January,11254,6,9.031655299999999,7
2014,January,11256,6,42.6804932,4
2014,January,11258,6,8.65909,2
2014,January,11259,1,1.1752408,1
2014,January,11259,6,6.9359017000000005,3
2014,January,11260,5,1.1335811,1
2014,January,11260,6,1.9795047999999997,2
2014,January,11261,1,2.7103386,2
2014,January,11261,2,1.1212124,1
2014,January,11261,6,8.061217999999998,4
2014,January,11261,7,2.6358950999999995,1
2014,January,11262,1,1.4516228999999998,1
2014,January,11262,2,1.4516228999999998,1
2014,January,11262,6,1.4516228999999998,1
2014,January,11263,6,0.9682114999999999,1
2014,January,11264,2,2.2306287,1
2014,January,11264,3,2.2306287,1
2014,January,11264,6,3.4343732,2
2014,January,11265,2,2.7893028,1
2014,January,11265,5,2.7893028,1
2014,January,11265,6,2.7893028,1
2014,January,11266,6,1.6942087000000001,1
2014,January,11269,1,1.2626049,1
2014,January,11269,2,7.2227387,3
2014,January,11269,3,1.6223562,1
2014,January,11269,6,12.9366415,7
2014,January,11269,7,3.7845705000000005,2
2014,January,11270,3,1.3133103,1
2014,January,11270,5,0.6756352,1
2014,January,11270,6,7.6302896,5
2014,January,11271,6,1.2037443999999997,1
2014,January,11272,1,11.4972866,7
2014,January,11272,2,11.717265799999998,7
2014,January,11272,5,6.5501471,4
2014,January,11272,6,21.6932343,12
2014,January,11273,1,11.532466600000001,5
2014,January,11273,2,9.2695675,4
2014,January,11273,6,11.532466600000001,5
2014,January,11274,1,12.5474049,4
2014,January,11274,2,7.3986675,2
2014,January,11274,3,1.2037443999999997,1
2014,January,11274,5,1.2037443999999997,1
2014,January,11274,6,12.5474049,4
2014,January,11276,1,32.934274599999995,7
2014,January,11276,2,27.0011523,4
2014,January,11276,3,8.166163599999999,1
2014,January,11276,5,13.373474400000001,3
2014,January,11276,6,32.934274599999995,7
2014,January,11278,1,27.443633099999996,13
2014,January,11278,2,27.692509599999998,12
2014,January,11278,3,8.417314999999999,3
2014,January,11278,5,13.0706931,5
2014,January,11278,6,42.4587391,15
2014,January,11279,1,6.697595799999998,3
2014,January,11279,2,3.6727188999999996,2
2014,January,11279,3,2.2882668,1
2014,January,11279,5,2.2882668,1
2014,January,11279,6,7.3581493,4
2014,January,11280,1,10.473320699999999,4
2014,January,11280,2,5.023218,2
2014,January,11280,3,3.1111422999999996,1
2014,January,11280,6,7.3621783999999995,3
2014,January,11281,1,2.7706235,1
2014,January,11281,2,1.2037443999999997,1
2014,January,11281,6,3.9743679999999997,2
2014,January,11282,1,28.919481100000002,13
2014,January,11282,2,14.208268799999997,5
2014,January,11282,3,6.986628600000001,4
2014,January,11282,5,11.369173,6
2014,January,11282,6,31.367149599999998,15
2014,January,11283,1,29.0431715,16
2014,January,11283,2,24.616820300000004,13
2014,January,11283,3,3.9825708,3
2014,January,11283,5,2.860579,2
2014,January,11283,6,28.9668761,16
2014,January,11284,1,4.375549400000001,3
2014,January,11284,2,1.6004498,1
2014,January,11284,3,0.6018722,1
2014,January,11284,5,0.6018722,1
2014,January,11284,6,7.978708300000001,4
2014,January,11286,6,3.4298307,2
2014,January,11287,1,1.9019678999999998,1
2014,January,11287,6,1.9019678999999998,1
2014,January,11288,6,2.1783740000000003,1
2014,January,11290,3,1.0145887,1
2014,January,11290,5,1.0392544,1
2014,January,11290,6,1.0392544,1
2014,January,11296,6,1.9844011999999998,2
2014,January,11297,1,8.669692200000002,3
2014,January,11297,2,8.669692200000002,3
2014,January,11297,5,3.1251695,2
2014,January,11297,6,13.659236900000002,5
2014,January,11300,5,1.3133103,1
2014,January,11300,6,7.5318637000000015,2
2014,January,11303,2,2.8587535999999996,1
2014,January,11303,5,3.3917877,1
2014,January,11303,6,12.769896500000002,4
2014,January,11303,7,1.5296488,1
2014,January,11304,6,0.4653994,1
2014,January,11317,1,3.3963205999999997,1
2014,January,11317,6,3.3963205999999997,1
2014,January,11325,7,2.6037224,1
2014,January,11327,6,1.3844520000000002,1
2014,January,11329,3,1.3117010999999998,1
2014,January,11329,6,5.9054983000000005,2
2014,January,11329,7,1.3117010999999998,1
2014,January,11330,2,2.8033657,1
2014,January,11330,6,2.8033657,1
2014,January,11331,6,2.1649978000000005,1
2014,January,11333,1,12.3137763,4
2014,January,11333,3,5.4008145999999995,3
2014,January,11333,5,3.7589780999999998,2
2014,January,11333,6,16.4479962,7
2014,January,11333,9,1.2461916999999998,1
2014,January,11336,1,1.2092701,1
2014,January,11336,3,1.2092701,1
2014,January,11336,6,2.8869593999999994,2
2014,January,11339,1,4.3767962,2
2014,January,11339,2,0.6323316,1
2014,January,11339,5,0.6323316,1
2014,January,11339,6,6.263393000000001,3
2014,January,11341,1,2.0585917000000005,2
2014,January,11341,2,1.2896693999999997,1
2014,January,11341,3,1.2896693999999997,1
2014,January,11341,5,1.2896693999999997,1
2014,January,11341,6,4.2471879999999995,4
2014,January,11344,1,1.7260304,1
2014,January,11344,3,1.7260304,1
2014,January,11344,5,1.7260304,1
2014,January,11344,6,1.7260304,1
2014,January,11345,1,2.4425665999999997,1
2014,January,11345,3,2.4425665999999997,1
2014,January,11345,5,2.4425665999999997,1
2014,January,11345,6,2.4425665999999997,1
2014,January,11346,1,1.5065212999999997,1
2014,January,11346,3,1.5065212999999997,1
2014,January,11346,6,1.5065212999999997,1
2014,January,11347,1,1.7779391999999996,1
2014,January,11347,3,1.7779391999999996,1
2014,January,11347,6,1.7779391999999996,1
2014,January,11355,6,8.431985899999999,1
2014,January,11370,6,1.0928683,1
2014,January,11379,6,2.8769921999999997,1
2014,January,11381,6,0.4208849000000001,1
2014,January,11382,1,1.2767237999999999,1
2014,January,11382,2,1.2767237999999999,1
2014,January,11382,6,3.1214706,2
2014,January,11385,1,4.7615264999999996,3
2014,January,11385,2,1.8614435999999999,1
2014,January,11385,3,1.4516228999999998,1
2014,January,11385,5,1.4516228999999998,1
2014,January,11385,6,4.7615264999999996,3
2014,January,11387,5,0.7545700999999999,1
2014,January,11387,6,18.266803799999998,4
2014,January,11389,5,2.859858599999999,1
2014,January,11389,6,4.9119262,2
2014,January,11393,6,2.4933028,3
2014,January,11393,9,1.5588815999999999,1
2014,January,11394,2,5.5918574,1
