"lat.x","lon.x","year","eventDate","scientificName","weather_station_id","stname","lat.y","lon.y","address","city","state"
-15.79028,128.69194,2024,2024-02-03 04:58:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.78286,128.74329,2024,2024-05-07 05:31:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.780249,130.654808,2024,2024-05-28 14:23:00,"Poephila (Poephila) acuticauda","942320-99999","VICTORIA RIVER DOWNS",-16.4,131.017,"Buchanan Highway, Victoria River Downs Station, Victoria River, Victoria Daly Region, Northern Territory, Australia","Buchanan Highway","Northern Territory"
-15.780249,130.654808,2024,2024-05-28 14:23:00,"Poephila (Poephila) acuticauda","942320-99999","VICTORIA RIVER DOWNS",-16.4,131.017,"Buchanan Highway, Victoria River Downs Station, Victoria River, Victoria Daly Region, Northern Territory, Australia","Buchanan Highway","Northern Territory"
-15.770504,128.750502,2024,2024-06-15 16:14:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.769173,128.67542,2024,2024-05-24 06:24:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.76692,128.735667,2024,2024-05-09 15:53:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.766029,128.667675,2024,2024-03-21 13:48:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.766029,128.667675,2024,2024-03-21 13:48:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.763609,128.752007,2024,2024-05-04 05:33:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.761894,128.682117,2024,2024-03-21 14:10:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.761894,128.682117,2024,2024-03-21 14:10:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.759698,128.749338,2024,2024-05-10 16:37:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.752759,128.647091,2024,2024-04-18 15:53:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
