"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-06-28,2024,6,28,180,18.3,24,15.1,24,1023.9,24,1017.4,24,NA,0,0.6,24,2.6,NA,23.1,"*",12.4,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.1,81.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-06-29,2024,6,29,181,17.9,24,14.9,24,1021.9,24,1015.4,24,NA,0,0.8,24,3.6,NA,23,NA,14.2,"*",0,"G",NA,0,0,0,0,0,0,1.7,2,82.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-06-30,2024,6,30,182,20.4,24,15.7,24,1017.1,24,1010.7,24,NA,0,1.6,24,3.6,NA,25.4,"*",13.8,NA,0,"G",NA,0,0,0,0,0,0,1.8,2.4,74.4
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-01,2024,7,1,183,17.4,24,15.2,24,1019.7,24,1013.2,24,NA,0,0.8,24,1.5,NA,22.3,NA,15,"*",7.62,"G",NA,0,1,0,0,0,0,1.7,2,86.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-02,2024,7,2,184,15.3,24,13.7,24,1022.1,24,1015.6,24,NA,0,1.2,24,1.5,NA,16.8,NA,14.5,"*",3.81,"G",NA,0,1,0,0,0,0,1.6,1.7,90.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-03,2024,7,3,185,15.5,24,12.2,24,1024.8,24,1018.3,24,NA,0,1.4,24,2.1,NA,18.5,NA,13.8,"*",2.03,"G",NA,0,1,0,0,0,0,1.4,1.8,80.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-04,2024,7,4,186,15.8,24,10.7,24,1027.1,24,1020.6,24,NA,0,1.4,24,2.6,NA,19.1,NA,13.5,NA,0.25,"G",NA,0,0,0,0,0,0,1.3,1.8,71.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-05,2024,7,5,187,16.4,24,11.9,24,1029.2,24,1022.7,24,NA,0,1.7,24,3.1,NA,20.6,NA,13.5,NA,1.02,"G",NA,0,1,0,0,0,0,1.4,1.9,74.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-06,2024,7,6,188,15.2,24,13.6,24,1029.3,24,1022.8,24,NA,0,1,24,3.1,NA,19.1,NA,13.7,"*",18.29,"G",NA,0,1,0,0,0,0,1.6,1.7,90.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-07,2024,7,7,189,14.1,24,13.1,24,1026.7,24,1020.2,24,NA,0,0.5,24,1.5,NA,19.6,NA,10.9,"*",10.92,"G",NA,0,1,0,0,0,0,1.5,1.6,93.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-08,2024,7,8,190,15.7,24,15.2,24,1023.8,24,1017.3,24,NA,0,0.4,24,2.1,NA,18.8,NA,10.6,NA,6.6,"G",NA,0,1,0,0,0,0,1.7,1.8,96.8
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-09,2024,7,9,191,17.5,24,15.8,24,1021.1,24,1014.6,24,NA,0,0.6,24,2.1,NA,23.1,NA,13.4,NA,0.25,"G",NA,0,1,0,0,0,0,1.8,2,89.8
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-10,2024,7,10,192,18,24,15.3,24,1020,24,1013.5,24,NA,0,0.5,19,1,NA,24.1,NA,13.7,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.1,84.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-11,2024,7,11,193,16.4,23,12.6,23,1016,23,1009.5,23,NA,0,0.6,22,2.1,NA,23.2,NA,10.9,"*",0,"G",NA,0,0,0,0,0,0,1.5,1.9,78.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-12,2024,7,12,194,16.6,20,10,20,1010.8,20,1004.4,20,NA,0,0.7,20,2.6,NA,24.2,"*",10.4,NA,0,"G",NA,0,0,0,0,0,0,1.2,1.9,65
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-13,2024,7,13,195,15,17,6.4,17,1011.7,17,1005.3,17,NA,0,2.5,17,4.6,NA,21.9,NA,10.8,"*",0,"G",NA,0,0,0,0,0,0,1,1.7,56.4
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-14,2024,7,14,196,12.7,17,4.3,17,1012,17,1005.6,17,NA,0,1,17,2.6,NA,20.6,NA,9.5,"*",0,"G",NA,0,0,0,0,0,0,0.8,1.5,56.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-15,2024,7,15,197,10.7,24,4.7,24,1011.6,24,1005.2,24,NA,0,1.1,24,4.1,NA,19,NA,4.9,"*",0,"G",NA,0,0,0,0,0,0,0.9,1.3,66.4
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-16,2024,7,16,198,11.3,23,3,23,1011.9,23,1005.5,23,NA,0,1.3,23,5.1,NA,18.9,"*",4.8,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.3,56.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-17,2024,7,17,199,12.9,24,4.4,24,1013.3,24,1006.8,24,NA,0,2.8,24,6.2,NA,17.5,NA,8.9,"*",0,"G",NA,0,0,0,0,0,0,0.8,1.5,56.3
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-18,2024,7,18,200,13.4,24,5.6,24,1016.4,24,1009.9,24,NA,0,1.7,24,3.6,NA,18.6,NA,8.7,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.5,59.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-19,2024,7,19,201,11.9,23,5.3,23,1017.6,23,1011.1,23,NA,0,0.8,23,2.6,NA,21.1,"*",4.8,"*",0,"G",NA,0,0,0,0,0,0,0.9,1.4,64
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-20,2024,7,20,202,14.6,20,2.6,20,1016.8,20,1010.3,20,NA,0,0.9,20,2.6,NA,24.6,NA,9.8,"*",0,"G",NA,0,0,0,0,0,0,0.7,1.7,44.4
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-21,2024,7,21,203,14,24,1.9,24,1021.6,24,1015.1,24,NA,0,1.4,24,4.1,NA,21.4,NA,6.6,"*",0,"G",NA,0,0,0,0,0,0,0.7,1.6,43.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-22,2024,7,22,204,13.3,24,8.4,24,1025.8,24,1019.3,24,NA,0,0.6,24,2.6,NA,21.6,NA,6.1,NA,0,"G",NA,0,0,0,0,0,0,1.1,1.5,72.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-23,2024,7,23,205,14.7,24,9.5,24,1025.4,24,1018.9,24,NA,0,0.5,24,2.1,NA,22.5,NA,6.7,NA,0,"G",NA,0,0,0,0,0,0,1.2,1.7,71
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-24,2024,7,24,206,16.8,21,13.4,21,1023.9,21,1017.4,21,NA,0,0.8,21,2.6,NA,22.2,NA,9.6,NA,0.51,"G",NA,0,0,0,0,0,0,1.5,1.9,80.4
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-25,2024,7,25,207,15.1,24,11.8,24,1022.9,24,1016.4,24,NA,0,0.5,24,3.1,NA,22.4,"*",9.7,"*",0.25,"G",NA,0,0,0,0,0,0,1.4,1.7,80.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-26,2024,7,26,208,16.7,24,13.7,24,1022.3,24,1015.8,24,NA,0,0.9,24,4.1,NA,22.4,"*",9.5,NA,0,"G",NA,0,0,0,0,0,0,1.6,1.9,82.5
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-27,2024,7,27,209,18.1,24,13.7,24,1019.8,24,1013.3,24,NA,0,1.1,24,2.6,NA,22.3,NA,15.8,"*",0.51,"G",NA,0,1,0,0,0,0,1.6,2.1,75.5
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-28,2024,7,28,210,14.2,24,2.4,24,1020.7,24,1014.2,24,NA,0,2,24,4.6,NA,22,NA,8.6,"*",0,"G",NA,0,0,0,0,0,0,0.7,1.6,44.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-29,2024,7,29,211,13.8,24,-0.9,24,1024.6,24,1018.1,24,NA,0,1.7,24,3.6,NA,20.5,NA,6.9,"*",0,"G",NA,0,0,0,0,0,0,0.6,1.6,36.3
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-30,2024,7,30,212,13.7,23,4.7,23,1028.1,23,1021.6,23,NA,0,1.1,23,2.6,NA,19.9,"*",6.8,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.6,54.5
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-07-31,2024,7,31,213,13.8,23,5.9,23,1028.6,23,1022.1,23,NA,0,0.9,23,2.6,NA,20.2,"*",7.4,"*",0,"G",NA,0,0,0,0,0,0,0.9,1.6,58.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-01,2024,8,1,214,13.3,24,6.6,24,1026.4,24,1019.9,24,NA,0,0.8,24,2.6,NA,20.1,"*",6.6,"*",0,"G",NA,0,0,0,0,0,0,1,1.5,63.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-02,2024,8,2,215,14.8,23,6.7,23,1025.8,23,1019.3,23,NA,0,0.8,23,2.1,NA,21.4,NA,6.3,NA,0,"G",NA,0,0,0,0,0,0,1,1.7,58.3
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-03,2024,8,3,216,14.9,23,9.6,23,1026.8,23,1020.3,23,NA,0,0.8,23,2.6,NA,21.8,NA,9.6,NA,0,"G",NA,0,0,0,0,0,0,1.2,1.7,70.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-04,2024,8,4,217,15.3,24,11,24,1025.8,24,1019.3,24,NA,0,0.7,24,3.6,NA,22.3,NA,8.8,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.7,75.5
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-05,2024,8,5,218,16.2,24,11.8,24,1022.9,24,1016.4,24,NA,0,0.8,24,2.6,NA,21.9,NA,10.2,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.8,75.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-06,2024,8,6,219,17,24,13.1,24,1021.7,24,1015.2,24,NA,0,1.2,24,4.1,NA,24.5,NA,11.4,NA,0,"G",NA,0,0,0,0,0,0,1.5,1.9,77.8
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-07,2024,8,7,220,16.4,24,13.6,24,1024.8,24,1018.3,24,NA,0,0.8,24,2.6,NA,21.9,NA,11.8,NA,12.19,"G",NA,0,1,0,0,0,0,1.6,1.9,83.5
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-08,2024,8,8,221,16.6,24,12.3,24,1025.5,24,1019,24,NA,0,0.9,24,2.6,NA,21.6,NA,11.6,NA,0.76,"G",NA,0,1,0,0,0,0,1.4,1.9,75.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-09,2024,8,9,222,16.7,24,14.5,24,1024.6,24,1018.1,24,NA,0,0.6,24,1.5,NA,21.5,NA,13.8,NA,1.52,"G",NA,0,1,0,0,0,0,1.6,1.9,86.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-10,2024,8,10,223,18.1,24,13.9,24,1024.9,24,1018.4,24,NA,0,0.9,24,2.6,NA,22.3,NA,13.8,NA,0,"G",NA,0,0,0,0,0,0,1.6,2.1,76.5
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-11,2024,8,11,224,17.8,21,14.8,21,1024,21,1017.5,21,NA,0,1,21,2.6,NA,22.7,NA,15,NA,1.02,"B",NA,0,1,0,0,0,0,1.7,2,82.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-13,2024,8,13,226,18.1,24,17.4,24,1020.4,24,1013.9,24,NA,0,2.7,24,5.1,NA,19.4,NA,16.6,"*",98.81,"G",NA,0,1,0,0,0,0,2,2.1,95.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-14,2024,8,14,227,18.6,24,18.1,24,1016.2,24,1009.8,24,NA,0,0.6,24,2.1,NA,21.3,"*",16.5,NA,28.45,"G",NA,0,1,0,0,0,0,2.1,2.1,96.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-15,2024,8,15,228,19.1,24,17.1,24,1013.8,24,1007.4,24,NA,0,0.6,24,3.1,NA,24.9,NA,15.2,"*",0.25,"G",NA,0,0,0,0,0,0,1.9,2.2,88.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-16,2024,8,16,229,19.8,24,16.6,24,1012.5,24,1006.1,24,NA,0,0.5,24,2.6,NA,26.6,NA,13.9,"*",0,"G",NA,0,0,0,0,0,0,1.9,2.3,81.8
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-17,2024,8,17,230,20.7,24,8.3,24,1011.9,24,1005.5,24,NA,0,3.3,7,4.1,NA,29.3,NA,12.8,"*",0,"G",NA,0,0,0,0,0,0,1.1,2.4,44.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-18,2024,8,18,231,15.4,23,7.1,23,1017.3,23,1010.9,23,NA,0,NA,0,NA,NA,24.7,NA,9.4,"*",0,"C",NA,0,0,0,0,0,0,1,1.7,57.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-20,2024,8,20,233,15.7,18,14.5,18,1023.5,18,1017,18,NA,0,0.4,18,3.1,NA,21.8,"*",12.7,"*",0,"B",NA,0,0,0,0,0,0,1.6,1.8,92.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-21,2024,8,21,234,19.7,24,15.4,24,1021.6,24,1015.1,24,NA,0,1.6,24,3.6,NA,25.3,NA,16.1,"*",0.25,"G",NA,0,0,0,0,0,0,1.7,2.3,76.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-22,2024,8,22,235,20.3,24,15.7,24,1020.6,24,1014.1,24,NA,0,1.3,24,4.6,NA,27.1,NA,15.6,"*",0,"G",NA,0,0,0,0,0,0,1.8,2.4,74.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-23,2024,8,23,236,17.8,24,14.8,24,1023.4,24,1016.9,24,NA,0,0.8,24,3.1,NA,24.6,NA,12.9,"*",0,"G",NA,0,0,0,0,0,0,1.7,2,82.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-24,2024,8,24,237,18.3,24,15,24,1021.4,24,1014.9,24,NA,0,0.6,24,2.6,NA,24.8,NA,12.8,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.1,81.1
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-25,2024,8,25,238,21.1,24,15.4,24,1018.6,24,1012.1,24,NA,0,1.3,24,3.6,NA,27.9,NA,13.4,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.5,69.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-26,2024,8,26,239,21.7,24,16.2,24,1018.8,24,1012.3,24,NA,0,1,24,3.6,NA,29.3,NA,15.5,"*",0,"G",NA,0,0,0,0,0,0,1.8,2.6,70.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-27,2024,8,27,240,22.3,24,17.4,24,1020.4,24,1013.9,24,NA,0,1.1,24,2.6,NA,28.4,NA,15.2,NA,0,"G",NA,0,0,0,0,0,0,2,2.7,73.8
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-28,2024,8,28,241,23,24,16.2,24,1016.5,24,1010,24,NA,0,2,24,3.6,NA,29.7,NA,17,NA,0,"G",NA,0,0,0,0,0,0,1.8,2.8,65.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-29,2024,8,29,242,22.6,24,15.9,24,1013.3,24,1006.9,24,NA,0,0.7,24,2.6,NA,31.9,NA,14.3,"*",0,"G",NA,0,0,0,0,0,0,1.8,2.7,65.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-30,2024,8,30,243,24.8,24,16.4,24,1012.2,24,1005.8,24,NA,0,2.6,24,4.1,NA,31.9,NA,13.9,NA,0,"G",NA,0,0,0,0,0,0,1.9,3.1,59.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-08-31,2024,8,31,244,24.3,24,16.2,24,1014.2,24,1007.8,24,NA,0,2,24,4.1,NA,32.2,NA,18,NA,0,"G",NA,0,0,0,0,0,0,1.8,3,60.6
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-01,2024,9,1,245,23.5,24,17.3,24,1016.9,24,1010.5,24,NA,0,2.3,24,3.1,NA,31.5,NA,17.5,NA,0,"G",NA,0,0,0,0,0,0,2,2.9,68.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-02,2024,9,2,246,23.4,24,10.3,24,1019.1,24,1012.7,24,NA,0,1,24,2.6,NA,32.4,NA,13.6,"*",0,"G",NA,0,0,0,0,0,0,1.3,2.9,43.5
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-03,2024,9,3,247,17.3,24,9.7,24,1027.4,24,1020.9,24,NA,0,1.4,24,4.1,NA,22.7,"*",13.2,"*",0,"I",NA,0,0,0,0,0,0,1.2,2,61
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-04,2024,9,4,248,17.6,24,11.4,23,1027.7,24,1021.2,24,NA,0,1.3,24,4.1,NA,21.5,"*",12.8,NA,0.51,"G",NA,0,1,0,0,0,0,1.3,2,67
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-05,2024,9,5,249,16.1,24,11.8,22,1027.8,24,1021.3,24,NA,0,0.6,24,3.1,NA,22.5,"*",11,"*",0,"G",NA,0,0,0,0,0,0,1.4,1.8,75.7
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-06,2024,9,6,250,18,24,12.7,24,1027.1,24,1020.6,24,NA,0,1.1,24,3.6,NA,24.6,"*",10.5,NA,0,"I",NA,0,0,0,0,0,0,1.5,2.1,71.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-07,2024,9,7,251,19.3,24,13.3,24,1023.1,24,1016.7,24,NA,0,1.1,24,4.1,NA,26.7,"*",11.7,NA,0,"I",NA,0,0,0,0,0,0,1.5,2.2,68.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-08,2024,9,8,252,21,24,14.6,24,1018.8,24,1012.4,24,NA,0,1.5,24,3.6,NA,28.7,"*",13,NA,0,"I",NA,0,0,0,0,0,0,1.7,2.5,66.8
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-09,2024,9,9,253,21.8,24,15.9,24,1018.6,24,1012.2,24,NA,0,1.1,24,3.1,NA,29.6,"*",14.8,NA,0,"I",NA,0,0,0,0,0,0,1.8,2.6,69.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-10,2024,9,10,254,21,24,17.4,24,1023.5,24,1017.1,24,NA,0,1,24,4.1,NA,24.9,"*",16,NA,0.25,"G",NA,0,1,0,0,0,0,2,2.5,79.9
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-11,2024,9,11,255,19.6,24,17.2,22,1022.9,24,1016.5,24,NA,0,0.7,24,2.6,NA,23.7,"*",15,"*",0,"G",NA,0,0,0,0,0,0,2,2.3,86
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-12,2024,9,12,256,20.7,24,15.9,22,1017.7,24,1011.3,24,NA,0,1.2,24,3.1,NA,27.2,"*",14.4,NA,7.11,"G",NA,0,1,0,0,0,0,1.8,2.4,74
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-13,2024,9,13,257,19.2,16,11.8,16,1020.9,16,1014.5,16,NA,0,1.9,16,3.1,NA,22.5,"*",14.6,"*",0,"G",NA,0,0,0,0,0,0,1.4,2.2,62.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-14,2024,9,14,258,16.2,24,11.8,22,1020.6,24,1014.2,24,NA,0,0.7,24,3.1,NA,21.5,"*",11.5,"*",0,"I",NA,0,0,0,0,0,0,1.4,1.8,75.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-15,2024,9,15,259,18.3,24,10.4,24,1021.4,24,1015,24,NA,0,1.3,24,3.6,NA,24.6,"*",11.2,NA,0.25,"G",NA,0,1,0,0,0,0,1.3,2.1,60
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-16,2024,9,16,260,15.4,24,10.2,21,1023.1,24,1016.7,24,NA,0,1,24,3.1,NA,21.5,"*",10.1,"*",0.25,"G",NA,0,0,0,0,0,0,1.2,1.7,71.2
"955720-99999","NAMBOUR DPI-HILLSIDE","AS","AUSTRALIA","AU","AUS","",-26.65,152.933,33,19650103,20240909,2024-09-17,2024,9,17,261,17.3,24,12.7,23,1022.8,24,1016.4,24,NA,0,0.8,24,3.1,NA,22.1,"*",9.6,NA,0,"G",NA,0,0,0,0,0,0,1.5,2,74.4
