"lat","lon","year","eventDate","scientificName"
-33.800584,151.295491,2024,2024-12-22 11:44:00,"Mobula alfredi"
-33.800117,151.296864,2024,2024-12-22 12:50:25,"Mobula alfredi"
-33.79972,151.294765,2024,2024-12-22 08:19:48,"Mobula alfredi"
-28.873564,153.585691,2024,2024-11-06 11:52:00,"Mobula"
-28.612478,153.62886,2024,2024-02-03 08:59:11,"Mobula alfredi"
-28.611592,153.628972,2024,2024-04-04 12:35:00,"Mobula alfredi"
-28.6112,153.628317,2024,2024-02-02 09:34:20,"Mobula alfredi"
-28.276206,153.584042,2024,2024-01-04 07:15:56,"Mobula alfredi"
-27.744762,153.453958,2024,2024-03-03 10:55:07,"Mobula alfredi"
-27.437737,153.546743,2024,2024-09-22 15:52:00,"Mobula alfredi"
-27.437529,153.546851,2024,2024-11-15 11:01:22,"Mobula alfredi"
-27.43749,153.546278,2024,2024-10-20 11:11:00,"Mobula alfredi"
-27.436587,153.546466,2024,2024-10-12 17:43:55,"Mobula alfredi"
-27.436389,153.547199,2024,2024-10-20 11:15:00,"Mobula alfredi"
-27.423744,153.548211,2024,2024-11-24 13:39:00,"Mobula alfredi"
-27.423698,153.547968,2024,2024-11-10 23:26:20,"Mobula alfredi"
-27.422781,153.548448,2024,2024-02-18 08:32:00,"Mobula alfredi"
-27.422003,153.548093,2024,2024-11-09 06:01:18,"Mobula alfredi"
-27.416666,153.55,2024,2024-12-03 13:56:01,"Mobula alfredi"
-24.115257,152.708054,2024,2024-05-01 19:59:45,"Mobula alfredi"
-24.114085,152.708893,2024,2024-08-08 16:31:00,"Mobula alfredi"
-24.113922,152.70946,2024,2024-02-21 17:58:00,"Mobula alfredi"
-24.113922,152.70946,2024,2024-02-21 17:58:00,"Mobula alfredi"
-24.11288,152.714019,2024,2024-07-17 12:10:00,"Mobula alfredi"
-24.11288,152.714019,2024,2024-07-13 12:08:00,"Mobula alfredi"
-24.112514,152.712035,2024,2024-06-08 17:10:00,"Mobula alfredi"
-24.112514,152.712035,2024,2024-06-08 17:10:00,"Mobula alfredi"
-24.112514,152.712035,2024,2024-06-08 17:10:00,"Mobula alfredi"
-24.112514,152.712035,2024,2024-06-08 17:10:00,"Mobula alfredi"
-24.112514,152.712035,2024,2024-06-08 17:10:00,"Mobula alfredi"
-24.112514,152.712035,2024,2024-06-08 17:10:00,"Mobula alfredi"
-24.112068,152.710984,2024,2024-08-06 20:10:00,"Mobula alfredi"
-24.110835,152.712183,2024,2024-06-24 07:54:14,"Mobula alfredi"
-23.909478,152.384319,2024,2024-08-07 10:05:00,"Mobula alfredi"
-23.443212,151.907767,2024,2024-07-14 09:59:00,"Mobula alfredi"
-23.43443,151.923381,2024,2024-12-30 09:49:00,"Mobula alfredi"
-23.2,113.7,2024,2024-07-12 13:57:52,"Mobula alfredi"
-23.2,113.7,2024,2024-06-01 12:08:00,"Mobula alfredi"
-23.2,113.7,2024,2024-06-24 11:52:00,"Mobula alfredi"
-23.2,113.7,2024,2024-04-23 11:57:00,"Mobula alfredi"
-23.2,113.7,2024,2024-06-05 11:10:00,"Mobula alfredi"
-23.186776,113.61004,2024,2024-03-23 14:29:00,"Mobula alfredi"
-23.1,113.7,2024,2024-05-11 11:22:00,"Mobula alfredi"
-23.1,113.6,2024,2024-07-02 11:58:00,"Mobula alfredi"
-23.1,113.7,2024,2024-07-08 11:21:00,"Mobula alfredi"
-23.1,113.8,2024,2024-07-05 11:38:00,"Mobula alfredi"
-23,113.7,2024,2024-07-10 11:24:00,"Mobula alfredi"
-23,113.6,2024,2024-07-09 11:17:00,"Mobula alfredi"
-23,113.7,2024,2024-06-29 11:52:00,"Mobula alfredi"
-23,113.7,2024,2024-07-08 11:23:00,"Mobula alfredi"
-23,113.7,2024,2024-05-30 12:05:00,"Mobula alfredi"
-23,113.8,2024,2024-06-21 10:59:00,"Mobula alfredi"
-23,113.8,2024,2024-07-09 11:41:00,"Mobula alfredi"
-23,113.7,2024,2024-07-31 13:42:00,"Mobula alfredi"
-22.3,113.8,2024,2024-06-15 13:09:00,"Mobula alfredi"
-21.875426,113.936599,2024,2024-07-28 13:15:00,"Mobula"
-20.253647,148.815714,2024,2024-06-25 16:49:04,"Mobula alfredi"
-18.595763,146.486469,2024,2024-07-28 20:24:18,"Mobula alfredi"
-18,122.3,2024,2024-09-12 12:13:00,"Mobula alfredi"
-17.8,122.4,2024,2024-07-20 15:47:37,"Mobula alfredi"
-12.071913,96.912165,2024,2024-07-03 19:23:33,"Mobula alfredi"
-12.02726,96.81743,2024,2024-07-25 14:18:00,"Mobula alfredi"
-0.69657,130.713593,2024,2024-06-20 19:18:00,"Mobula"
